commit,repo,package,smell,cause,metric
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.example,God Component,MANY_CLASSES,49
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.batch,God Component,MANY_CLASSES,31
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.detect,God Component,MANY_CLASSES,31
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.parser,God Component,MANY_CLASSES,37
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.mime,God Component,MANY_CLASSES,31
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.sax,God Component,MANY_CLASSES,45
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.metadata,God Component,MANY_CLASSES,34
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
49bb4691393c016d8d65e6b11febca9e56feedef,tika-cpu_17,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,31
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,53
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.parser.microsoft.onenote,God Component,MANY_CLASSES,49
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,32
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.sax,God Component,MANY_CLASSES,54
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.mime,God Component,MANY_CLASSES,32
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.detect,God Component,MANY_CLASSES,32
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.parser,God Component,MANY_CLASSES,47
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.server,God Component,MANY_CLASSES,38
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.batch,God Component,MANY_CLASSES,32
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.fork,God Component,MANY_CLASSES,32
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.metadata,God Component,MANY_CLASSES,34
bb4458e417116cfc1b7cba70783c5a97c9ec3681,tika-cpu_1,org.apache.tika.example,God Component,MANY_CLASSES,49
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,53
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,32
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.sax,God Component,MANY_CLASSES,54
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.mime,God Component,MANY_CLASSES,32
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.detect,God Component,MANY_CLASSES,32
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.parser,God Component,MANY_CLASSES,43
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.server,God Component,MANY_CLASSES,38
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.batch,God Component,MANY_CLASSES,32
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.fork,God Component,MANY_CLASSES,32
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.metadata,God Component,MANY_CLASSES,33
6745e8db32390ea94ca14f11ef02aa00f1ffc37e,tika-cpu_5,org.apache.tika.example,God Component,MANY_CLASSES,47
8282ef2b84ddb9404d8c60591f873ee16e07bece,tika-cpu_13,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
8282ef2b84ddb9404d8c60591f873ee16e07bece,tika-cpu_13,org.apache.tika.sax,God Component,MANY_CLASSES,35
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.example,God Component,MANY_CLASSES,49
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.batch,God Component,MANY_CLASSES,31
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.detect,God Component,MANY_CLASSES,31
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.parser,God Component,MANY_CLASSES,39
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.mime,God Component,MANY_CLASSES,31
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.sax,God Component,MANY_CLASSES,45
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.metadata,God Component,MANY_CLASSES,35
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
44082d3dd456a88c9d79b5a600db88a1a865416c,tika-cpu_1,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,32
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.example,God Component,MANY_CLASSES,49
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.batch,God Component,MANY_CLASSES,31
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.detect,God Component,MANY_CLASSES,31
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.parser,God Component,MANY_CLASSES,37
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.mime,God Component,MANY_CLASSES,31
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.sax,God Component,MANY_CLASSES,45
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.metadata,God Component,MANY_CLASSES,34
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
477ce4cc58d91df2820c011b85dd5875ad603247,tika-cpu_20,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,31
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.example,God Component,MANY_CLASSES,49
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.batch,God Component,MANY_CLASSES,31
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.detect,God Component,MANY_CLASSES,31
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.parser,God Component,MANY_CLASSES,39
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.mime,God Component,MANY_CLASSES,31
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.sax,God Component,MANY_CLASSES,45
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.metadata,God Component,MANY_CLASSES,34
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
916e5eda42bb2d56fec45d2a43647514bd254296,tika-cpu_21,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,31
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,40
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.sax,God Component,MANY_CLASSES,45
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.mime,God Component,MANY_CLASSES,31
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.parser,God Component,MANY_CLASSES,32
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.batch,God Component,MANY_CLASSES,31
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,tika-cpu_18,org.apache.tika.example,God Component,MANY_CLASSES,49
cac8d4c80d8dd2548660c6b94306560bd2858533,tika-cpu_6,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
6e4a971e7f747f134b1b9a213ef6fb67c6ed5809,tika-cpu_15,org.apache.tika.parser.txt,God Component,MANY_CLASSES,62
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.example,God Component,MANY_CLASSES,49
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.batch,God Component,MANY_CLASSES,31
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.parser,God Component,MANY_CLASSES,36
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.mime,God Component,MANY_CLASSES,31
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.sax,God Component,MANY_CLASSES,45
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.metadata,God Component,MANY_CLASSES,31
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
bf08ba94b9c8f33759dc5bf91b02aaa1dde7670e,tika-cpu_6,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,45
90b1063b594c70fee7b476a5660a5c8c588bc94e,tika-cpu_13,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,40
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.sax,God Component,MANY_CLASSES,45
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.mime,God Component,MANY_CLASSES,31
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.parser,God Component,MANY_CLASSES,32
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.batch,God Component,MANY_CLASSES,31
bf2d405437d5807525406e26025e12d445e00b20,tika-cpu_13,org.apache.tika.example,God Component,MANY_CLASSES,49
d53216ae46a0309f9977644ffd288029ebcc77c1,tika-cpu_3,org.apache.tika.parser.txt,God Component,MANY_CLASSES,71
d53216ae46a0309f9977644ffd288029ebcc77c1,tika-cpu_3,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,31
d53216ae46a0309f9977644ffd288029ebcc77c1,tika-cpu_3,org.apache.tika.sax,God Component,MANY_CLASSES,33
31fd0dc03dc2834463739498093eebc578a3da3c,tika-cpu_14,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
31fd0dc03dc2834463739498093eebc578a3da3c,tika-cpu_14,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,32
31fd0dc03dc2834463739498093eebc578a3da3c,tika-cpu_14,org.apache.tika.sax,God Component,MANY_CLASSES,42
31fd0dc03dc2834463739498093eebc578a3da3c,tika-cpu_14,org.apache.tika.server,God Component,MANY_CLASSES,38
31e60d997c92843067a0de72d43cf70def0e38ea,tika-cpu_12,org.apache.tika.parser.txt,God Component,MANY_CLASSES,62
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.example,God Component,MANY_CLASSES,49
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.batch,God Component,MANY_CLASSES,31
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.detect,God Component,MANY_CLASSES,31
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.parser,God Component,MANY_CLASSES,37
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.mime,God Component,MANY_CLASSES,31
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.sax,God Component,MANY_CLASSES,45
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.metadata,God Component,MANY_CLASSES,34
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
f8c51bab139f0b7c8d9ea070ae40c87bbaf87689,tika-cpu_5,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
43d7a8b4bc7035589a6be95266ca26fba0581a77,tika-cpu_18,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
43d7a8b4bc7035589a6be95266ca26fba0581a77,tika-cpu_18,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,32
43d7a8b4bc7035589a6be95266ca26fba0581a77,tika-cpu_18,org.apache.tika.sax,God Component,MANY_CLASSES,42
43d7a8b4bc7035589a6be95266ca26fba0581a77,tika-cpu_18,org.apache.tika.parser,God Component,MANY_CLASSES,32
43d7a8b4bc7035589a6be95266ca26fba0581a77,tika-cpu_18,org.apache.tika.server,God Component,MANY_CLASSES,41
74947b6cf59fafedef133bebee40d442b4559972,tika-cpu_20,org.apache.tika.parser.txt,God Component,MANY_CLASSES,62
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.example,God Component,MANY_CLASSES,49
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.batch,God Component,MANY_CLASSES,31
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.parser,God Component,MANY_CLASSES,32
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.mime,God Component,MANY_CLASSES,31
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.sax,God Component,MANY_CLASSES,45
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
53c461a036eb6afccb20cd3c56d1b0b347a24ded,tika-cpu_6,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,45
8c0119b9b5d388ecdf8c90cc568fb493c1905c3b,tika-cpu_10,org.apache.tika.server,God Component,MANY_CLASSES,31
8c0119b9b5d388ecdf8c90cc568fb493c1905c3b,tika-cpu_10,org.apache.tika.sax,God Component,MANY_CLASSES,35
8c0119b9b5d388ecdf8c90cc568fb493c1905c3b,tika-cpu_10,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
826467e20587fcabf3d292c192d077b4fdee413f,tika-cpu_23,org.apache.tika.example,God Component,MANY_CLASSES,43
826467e20587fcabf3d292c192d077b4fdee413f,tika-cpu_23,org.apache.tika.mime,God Component,MANY_CLASSES,31
826467e20587fcabf3d292c192d077b4fdee413f,tika-cpu_23,org.apache.tika.sax,God Component,MANY_CLASSES,43
826467e20587fcabf3d292c192d077b4fdee413f,tika-cpu_23,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
826467e20587fcabf3d292c192d077b4fdee413f,tika-cpu_23,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,36
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.sax,God Component,MANY_CLASSES,45
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.mime,God Component,MANY_CLASSES,31
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.parser,God Component,MANY_CLASSES,37
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.batch,God Component,MANY_CLASSES,31
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.metadata,God Component,MANY_CLASSES,34
ce28a6f545780144736c0d8c84995d218ab6ffbb,tika-cpu_20,org.apache.tika.example,God Component,MANY_CLASSES,49
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,53
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.parser.microsoft.onenote,God Component,MANY_CLASSES,49
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,32
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.sax,God Component,MANY_CLASSES,54
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.mime,God Component,MANY_CLASSES,32
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.detect,God Component,MANY_CLASSES,32
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.parser,God Component,MANY_CLASSES,47
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.server,God Component,MANY_CLASSES,38
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.batch,God Component,MANY_CLASSES,32
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.fork,God Component,MANY_CLASSES,32
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.metadata,God Component,MANY_CLASSES,34
db048d573c5cc383f6eb1ea59e2eafc4a0867611,tika-cpu_1,org.apache.tika.example,God Component,MANY_CLASSES,49
f05edfe4120445fc93dd781e9daa85a5c371a26d,tika-cpu_17,org.apache.tika.parser.txt,God Component,MANY_CLASSES,71
f05edfe4120445fc93dd781e9daa85a5c371a26d,tika-cpu_17,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,31
f05edfe4120445fc93dd781e9daa85a5c371a26d,tika-cpu_17,org.apache.tika.sax,God Component,MANY_CLASSES,33
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.example,God Component,MANY_CLASSES,49
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.batch,God Component,MANY_CLASSES,31
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.parser,God Component,MANY_CLASSES,32
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.mime,God Component,MANY_CLASSES,31
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.sax,God Component,MANY_CLASSES,45
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.parser.txt,God Component,MANY_CLASSES,74
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,tika-cpu_6,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,40
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.sax,God Component,MANY_CLASSES,56
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.utils,God Component,MANY_CLASSES,32
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.mime,God Component,MANY_CLASSES,35
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.detect,God Component,MANY_CLASSES,37
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.parser,God Component,MANY_CLASSES,53
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,58
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,34
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.parser.microsoft.onenote,God Component,MANY_CLASSES,49
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.parser.microsoft.chm,God Component,MANY_CLASSES,32
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.server,God Component,MANY_CLASSES,40
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.batch,God Component,MANY_CLASSES,32
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.fork,God Component,MANY_CLASSES,32
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.metadata,God Component,MANY_CLASSES,36
442930fe6f489e0fbbcd5675681771c78d5e9a5b,tika-cpu_1,org.apache.tika.example,God Component,MANY_CLASSES,52
6789916a730bf91f51ee1ba502cbf137508ec370,tika-cpu_7,org.apache.tika.parser.txt,God Component,MANY_CLASSES,62
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,52
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,31
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.sax,God Component,MANY_CLASSES,45
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.mime,God Component,MANY_CLASSES,31
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.detect,God Component,MANY_CLASSES,31
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.parser,God Component,MANY_CLASSES,37
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.batch,God Component,MANY_CLASSES,31
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.metadata,God Component,MANY_CLASSES,34
e4bfb16465b7ba8f0b4b72d28bc05ec734ceaf8a,tika-cpu_23,org.apache.tika.example,God Component,MANY_CLASSES,49
4287c50ce36dd48ec9ec99bbd66b73ee594af889,tika-cpu_16,org.apache.tika.parser.txt,God Component,MANY_CLASSES,71
4287c50ce36dd48ec9ec99bbd66b73ee594af889,tika-cpu_16,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,31
4287c50ce36dd48ec9ec99bbd66b73ee594af889,tika-cpu_16,org.apache.tika.sax,God Component,MANY_CLASSES,33
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.example,God Component,MANY_CLASSES,49
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.sax,God Component,MANY_CLASSES,54
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.server,God Component,MANY_CLASSES,38
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.batch,God Component,MANY_CLASSES,32
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.detect,God Component,MANY_CLASSES,32
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.parser,God Component,MANY_CLASSES,47
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.mime,God Component,MANY_CLASSES,32
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.metadata,God Component,MANY_CLASSES,33
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.fork,God Component,MANY_CLASSES,32
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,53
cde4108d5dc9e21516f5f3a0f155fb13ec6e81a5,tika-cpu_6,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,32
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.parser.txt,God Component,MANY_CLASSES,63
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.parser.microsoft,God Component,MANY_CLASSES,53
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.parser.microsoft.ooxml,God Component,MANY_CLASSES,32
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.sax,God Component,MANY_CLASSES,54
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.mime,God Component,MANY_CLASSES,32
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.detect,God Component,MANY_CLASSES,32
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.parser,God Component,MANY_CLASSES,43
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.server,God Component,MANY_CLASSES,38
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.batch,God Component,MANY_CLASSES,32
1d9e44ed7b8ca4cb2a7033683f3ceb1828b2c56b,tika-cpu_5,org.apache.tika.fork,God Component,MANY_CLASSES,32
