commit,package,additions,deletions,LOC,change
66d39b784d2cb9d8def5c572ee338b422c5905ae,org.apache.tika.mime,951,958,12259,-7
345d33f0b53110047b9a2170f6ad720751fc8386,org.apache.tika.mime,17,2,12274,15
03203f1786565037011d1d6af2e5aa3c4b4fd6b0,org.apache.tika.mime,13,0,12287,13
77a5e1279f29956ac9a0b5d7271627875f500361,org.apache.tika.mime,12,1,12298,11
2259e44d88e01cb95a241e1ae3a7365ea600c974,org.apache.tika.mime,1,0,12299,1
fbd9142b7b0fd30c677ee8928a1b122323621ead,org.apache.tika.mime,23,0,12322,23
e549ec8d5d52510f38ebe3719dd02c5d5876199c,org.apache.tika.mime,2,1,12323,1
fa1c631ae4c705d49710175af049de9358e5941f,org.apache.tika.mime,35,12,12346,23
db9ac567f053b3e540aa9780a29138494eef07f1,org.apache.tika.mime,12,0,12358,12
a1b849f3c11f03a83aeea1e1020bb57b0fc98143,org.apache.tika.mime,2,0,12360,2
482c7f88d296cfd60c3e7ab72c39d687f9ff0c4e,org.apache.tika.mime,2,0,12362,2
78ac030b6e8f4051f8eaf23560f3ec72829c2b6a,org.apache.tika.mime,8,1,12369,7
64a268ae6890b9f6a6983d691233b5f456222211,org.apache.tika.mime,4,0,12373,4
06cfbaafeb308bd979fd2214a4b1a15353a9b4ab,org.apache.tika.mime,1,0,12374,1
de5a2dec6924ebe01e4bf323a98abd208cf9aa7e,org.apache.tika.mime,1,1,12374,0
d2e68d44cb224ec2077d5cc4961420a5cc78de36,org.apache.tika.mime,45,8,12411,37
28149a6e9c700e6c81f266273cf3381ba5805526,org.apache.tika.mime,13,10,12414,3
7cdf08c56bbd381b8b216e8e20183fad149aa984,org.apache.tika.mime,5,8,12411,-3
0eeab40fd953377ae0fc4783ce3be5afe2622d78,org.apache.tika.mime,2,6,12407,-4
3533866db78394e6e45b4341a82ec1b1f884516d,org.apache.tika.mime,21,38,12390,-17
8045b054b612d9e4f8449e9c2ab1e4dcfd84214a,org.apache.tika.mime,17,1,12406,16
f71910e2e00b55fbfd339e6d682521f64de0c696,org.apache.tika.mime,28,23,12411,5
d5981c7079c23c58dbb91aebce30de5498f51b8a,org.apache.tika.mime,9,6,12414,3
e349b4fb6cdb37b5dc2e7c2344a038d392e29c79,org.apache.tika.mime,8,0,12422,8
8938fdfa93f8c0647e547e8a04a187fbb5a32603,org.apache.tika.mime,17,29,12410,-12
e7a3a49561cc1f9ffa4cd34307005f559dcefe19,org.apache.tika.mime,6,0,12416,6
193b5bb6951838019c64cc73c416bf0a5aa46741,org.apache.tika.mime,1,1,12416,0
1996cdff2d95a8df407a0d5f0ee89f1115a9d2f9,org.apache.tika.mime,7,0,12423,7
96980ecd4dc30c05a356b678b23204e5971e2cb3,org.apache.tika.mime,4,0,12427,4
f949ddf219d227e4aee9aa9ec6c8599babaf3cdf,org.apache.tika.mime,10,0,12437,10
4bb76d3eb14b14fc8dcf825a9a12eeb0ea28b7ad,org.apache.tika.mime,3,1,12439,2
9e9ea27a665506579b329c66bff9934de19e6128,org.apache.tika.mime,28,0,12467,28
9c6f81c1140736f5e3f5d19904bd1b3a00bd2538,org.apache.tika.mime,4,4,12467,0
f73655a020088276176c79359f8611f7eadc4378,org.apache.tika.mime,3,0,12470,3
efaf482f4e5fb56ea7d9b73f74c57073dd768976,org.apache.tika.mime,29,0,12499,29
e9718f90513f1a4cde62e79794089bc45b35e4af,org.apache.tika.mime,7,1,12505,6
784c0a466f577d800ce68b1612c6cb7c58ed84dd,org.apache.tika.mime,4,0,12509,4
f35351e410e56e119e38be98e55fa564aaa5c604,org.apache.tika.mime,22,8,12523,14
6a092332686e02ba26456e52fb0ce8bc5b42be56,org.apache.tika.mime,35,0,12558,35
046e43f81c37f0ab92d9420fab8b645969d5a13c,org.apache.tika.mime,13,0,12571,13
d740f5d8b2e42b1db42806ddd395e034cb416fd4,org.apache.tika.mime,11,6,12576,5
557b3704501a9692809a3e1b7838866786ed3366,org.apache.tika.mime,12,0,12588,12
1b14b39d3e1b453620b2f7b26a933103a78c958a,org.apache.tika.mime,8,6,12590,2
f054bcd1a0a57a730ebc53e7a2cfd4215a7526fb,org.apache.tika.mime,36,6,12620,30
7ebe007ec03088449f67619ef1e6cb564178b14b,org.apache.tika.mime,6,8,12618,-2
602d237feec48bfd97bc2b2b38ea614b1ae2c55d,org.apache.tika.mime,2,0,12620,2
780100767e24505a24595ea6db43978d0700e220,org.apache.tika.mime,15,0,12635,15
46deb4dbb891f03db6395a1d1aa1f297d5f71491,org.apache.tika.mime,6,0,12641,6
86579ec5644ca5fac47d945423b824d8ca7b0c57,org.apache.tika.mime,11,0,12652,11
e5d348ddb9727e67666d39eb1b10e6feb633022c,org.apache.tika.mime,6,1,12657,5
355a7d13e96608033c9f349048bacf6dbda73aaf,org.apache.tika.mime,9,0,12666,9
e105088729ef12acbda1fe4e71f462f84d98f981,org.apache.tika.mime,2,0,12668,2
1299c9e494882e011749fb8a4514c40631df03d1,org.apache.tika.mime,2,1,12669,1
bee1a87d7d9ad3a1c5f45cf65082b9505dbe9fc0,org.apache.tika.mime,14,0,12683,14
f7d3097fb6581d989195b51bb2bc4302ad9bf24a,org.apache.tika.mime,5,0,12688,5
74e71ebd871172c3473719d0814400f69d4c8913,org.apache.tika.mime,14,0,12702,14
260d77be050f0f65bd8920b6b744e9857c112f53,org.apache.tika.mime,4,10,12696,-6
db1c0e6ab1652ec376613b88916b430c215f892b,org.apache.tika.mime,8,7,12697,1
c94236a8365b9ab1491d98c31819a85b065a9fe1,org.apache.tika.mime,13,8,12702,5
01109c8fec3a736749b9cd2dd741fbcc936cbf4c,org.apache.tika.mime,13,8,12707,5
d184e9b95d6c066fc3445c4d766263c1069f6685,org.apache.tika.mime,14,2,12719,12
81bc3cd14464e79571799faad970de0b7d70c41e,org.apache.tika.mime,14,2,12731,12
172c58443550d256a94994aba24c6600a2397256,org.apache.tika.mime,11,9,12733,2
da1fe243ace68cc2b5c4bde022113233ad95ea15,org.apache.tika.mime,25,11,12747,14
b47c36453ded0cfe4b17625fab4a7419da5c2a7d,org.apache.tika.mime,9,0,12756,9
d40f8d40bf9458e664dbad2ab797718eba828fcb,org.apache.tika.mime,9,0,12765,9
3f1d6ae5b26a3d91beaf89d63c1ca53c47003cfc,org.apache.tika.mime,6,0,12771,6
9730a36248926cad7ba3a2047e2e1e75541f0c7f,org.apache.tika.mime,13,1,12783,12
1f96a0e9446fbd89fd724f12f103665b6250f201,org.apache.tika.mime,6,1,12788,5
80b27e6d843d221de87591d34632e546c0d23b1a,org.apache.tika.mime,54,11,12831,43
0cdf17df913cadf23c8074d46d386fa230f8198c,org.apache.tika.mime,17,1,12847,16
585ab9b93d5b197db67ac736c2ea0429547f91c3,org.apache.tika.mime,17,1,12863,16
567f7f7f11a04c31e62302ebac3841a0a5d050b3,org.apache.tika.mime,9,8,12864,1
fba811b830a2105095efcdc267b5843c29932e7e,org.apache.tika.mime,1,2,12863,-1
4aff4839aece41a739b93169cf7a475ecfc5c70c,org.apache.tika.mime,16,0,12879,16
d447193f29531df3022f5137b8f0ec1c73e58cc8,org.apache.tika.mime,5,0,12884,5
114b6044a74fe463b90712345ea8e3b2cb085b62,org.apache.tika.mime,4,4,12884,0
c1a3ce0ee108d865beaa765bd169fa9b463135a2,org.apache.tika.mime,21,0,12905,21
bc0b1f7f7e0b854a119779fc3f806e0d9490c08a,org.apache.tika.mime,15,0,12920,15
e08d00654a77267686a112e0665c324ef041c033,org.apache.tika.mime,12,0,12932,12
74085318373082e3b4662481eb78e62a07726ddc,org.apache.tika.mime,0,11,12921,-11
e780d56652d48dd0f50b4e62a58153e95f055022,org.apache.tika.mime,118,21,13018,97
e74f66375f20d914f8585597b6d9492586a0caa9,org.apache.tika.mime,9,0,13027,9
ea47b716e5a7a1a1637b1cef0dc439b140590711,org.apache.tika.mime,9,0,13036,9
4d308fd7015391c9cdfd13ba6990dcd6e8496138,org.apache.tika.mime,17,0,13053,17
d405172c89f0cc94135d09b30c3c6ea135d6a5b2,org.apache.tika.mime,13,2,13064,11
01a9b6db5ac20a63f2b9de9c15de1b12ee2bde06,org.apache.tika.mime,12,0,13076,12
acf031a06faac4061eced224dfabacba6e6fed8f,org.apache.tika.mime,9,0,13085,9
6291648dc5ddece929be0e4e7103019d615006b3,org.apache.tika.mime,3,0,13088,3
ade60ed6277f6b489995c70f521dd9c17f6f608b,org.apache.tika.mime,18,0,13106,18
d9dcd59ae01c6ae2c8bded94bc9b04d795face9e,org.apache.tika.mime,72,2,13176,70
027625dd71fe9f5c33a546b7395aee744adb2ae0,org.apache.tika.mime,72,2,13246,70
52ea9ba7c2e3c99e7a2d4fb38875caa996438857,org.apache.tika.mime,7,1,13252,6
81279a1e08df3ecd430e979f35460630cdc1bc4f,org.apache.tika.mime,7,1,13258,6
be8b433d2994af4e0d95de3bc5ab4fea99ee6bcd,org.apache.tika.mime,17,0,13275,17
fe559b80bcad1f107904ca7a89724a26ea2921a1,org.apache.tika.mime,109,3,13381,106
72d2d88b381ba75942ae791042ef54af33ee1f38,org.apache.tika.mime,17,1,13397,16
f5b04b60c472062ab46a0a19eb75d3a39e80fc76,org.apache.tika.mime,17,1,13413,16
3c0abc8ebebbaa54a716fbcd15eaf8057343842f,org.apache.tika.mime,52,0,13465,52
2222fe0ce2e1db633bdcf49bd7b24941374f2033,org.apache.tika.mime,10,0,13475,10
1c0e60035d2bfa4857c0e48742754aa904727520,org.apache.tika.mime,62,0,13537,62
d50a69361bd0196fb2595313cb47222f61701ba4,org.apache.tika.mime,79,1,13615,78
d647a234783bbc3f83d3691a1e1d5788c438d55d,org.apache.tika.mime,8,0,13623,8
81fad8c97e60a3de7d926dc4ce10cbd235549583,org.apache.tika.mime,6,0,13629,6
533572b6a7169b8202e591b5d31823dfd6f5c245,org.apache.tika.mime,6,23,13612,-17
87c2ef3191d0a86502dc249240022b3cc973aaa4,org.apache.tika.mime,31,4,13639,27
7a5b98319dadd8fcb2913ee9bc6f98787105db13,org.apache.tika.mime,31,4,13666,27
d011d708c21669759af86e855b61d98dae19492e,org.apache.tika.mime,5,8,13663,-3
df14f78e46feeae16cb6cbd2cb40c44ce497d53e,org.apache.tika.mime,31,2,13692,29
009c143aedb95e356b2835b17fd66e9f7aec43d0,org.apache.tika.mime,8,1,13699,7
aa448a3b7e61f9a46efd1bf3f2ac72e6a3852d8f,org.apache.tika.mime,28,4,13723,24
84a37209e1c6e27491c9e828799919bc32f8787e,org.apache.tika.mime,34,14,13743,20
6c3e5dbb58fd0a005e39281bfbedc972c79ba2ec,org.apache.tika.mime,37,1,13779,36
ef1d9077bc9312e796bc00b6a00433cdd5f23c2f,org.apache.tika.mime,9,0,13788,9
e6cbaa03be9e362c6572f6cde351e777abd4c763,org.apache.tika.mime,15,0,13803,15
9fdf9a83324ead9b86e09318735852dc6e3f527c,org.apache.tika.mime,15,0,13818,15
a38a2b093c7f4f1128dd987663c4406fcd019cd8,org.apache.tika.mime,20,7,13831,13
00bb6f4ff28bf68935450966f25e8777367057e0,org.apache.tika.mime,24,12,13843,12
9477d03e10149a8ec6b5d6889e2fd2317d2ed5f5,org.apache.tika.mime,24,12,13855,12
847156ac0f5fa7d4cc06964198359cf594b66d50,org.apache.tika.mime,10,9,13856,1
e6c0082e41143a01f0bf646a8a8b6c06a85ca239,org.apache.tika.mime,15,13,13858,2
90bf4f6e4c645240b36ded6973eb64961312fc0a,org.apache.tika.mime,18,15,13861,3
7afcfc702e3097f652a0ea21c368f7632d2abf3e,org.apache.tika.mime,43,37,13867,6
c5130ec612ec3c46cd4a7d86153b4c6e4b8cf57f,org.apache.tika.mime,10,0,13877,10
73a37a4c2e7a1c20faf779d1aa1b43fb554cc21c,org.apache.tika.mime,17,0,13894,17
da8363fe62c490e6ec669e57ba19e9a49a9ddbcb,org.apache.tika.mime,27,0,13921,27
bb82205eece0eb68edee7d7ac24f63cf3934198f,org.apache.tika.mime,23,0,13944,23
40647ea4e929683ae41422bdd3144cf84f24d0e0,org.apache.tika.mime,9,0,13953,9
adde0121be73fd5e57cfe7be6de38e61e9c32c27,org.apache.tika.mime,32,0,13985,32
03035d67156e3f2632e4ceef9158eae675f01734,org.apache.tika.mime,7,0,13992,7
a405fc40c6fd348b4d5cdcf77ec8143d261ab923,org.apache.tika.mime,17,0,14009,17
e568bbcfaccdc56c8d917e47e4f6adcbdd46ccc2,org.apache.tika.mime,7,0,14016,7
70d2455c4ff7c54afe6762d5b50653b8de06f2b2,org.apache.tika.mime,7,0,14023,7
0d3eb1fd04b11e184252f6648453d86e90ed7e0a,org.apache.tika.mime,17,0,14040,17
3cc4bc2339ca02a1f6879d1a22bc7cd31411d566,org.apache.tika.mime,17,0,14057,17
e56e2b2915e8cebcf97c69cdcb3ecff861434f61,org.apache.tika.mime,499,61,14495,438
6b174ecbb70d1236bdb9886f86bf94f51d3dd881,org.apache.tika.mime,24,0,14519,24
c020e48a263e2b2a29543ccc4a1946be8002c7f3,org.apache.tika.mime,0,17,14502,-17
916e5eda42bb2d56fec45d2a43647514bd254296,org.apache.tika.mime,2,1,14503,1
f8f407a715f9327533afce624f2e666a1219e6b8,org.apache.tika.mime,2,1,14504,1
134cb3812aba88152f665c1d14ff65092f21d051,org.apache.tika.mime,2,18,14488,-16
ebb4bc6d7bf82fe618b7a4b5f4e9b4278b96c0d2,org.apache.tika.mime,2,1,14489,1
bada130efe32560a5b3c26472029f3bd536040b8,org.apache.tika.mime,5,2,14492,3
443bc7d3332bb495872cea72c622b043cb2192f9,org.apache.tika.mime,5,2,14495,3
b618984cc78df5696886404c6579d2bad71e1bb8,org.apache.tika.mime,7,20,14482,-13
0815b2144cf013e1a0803cee72d8076e8c544716,org.apache.tika.mime,11,5,14488,6
d98bec077bbeabe095d9200f6b729b465e51368c,org.apache.tika.mime,2,2,14488,0
383015235d4fc855c16d8d65c0c3cae96488951d,org.apache.tika.mime,26,4,14510,22
24b54af4d74ffef994cc5708b30bd516f01b346f,org.apache.tika.mime,39,11,14538,28
8d8e818cedd6727a9ff43572a31aad83b9537350,org.apache.tika.mime,6,0,14544,6
da7ade6350edf603e0caef03827eddc357e636ab,org.apache.tika.mime,6,0,14550,6
dd7acbf6c43dcd2e75323755e3a5365e454b2274,org.apache.tika.mime,12,0,14562,12
2e7a4f5a976ad07284b83b9bc0e61ce63349cac7,org.apache.tika.mime,51,11,14602,40
bea5b9d0d88f1524fd58d8c82448686575bf837d,org.apache.tika.mime,19,0,14621,19
068c87cc11c338c87576bf8be25bff736539ccd6,org.apache.tika.mime,19,0,14640,19
0277fbb92c4714361949d59708db2a8734f1b1f2,org.apache.tika.mime,2,0,14642,2
0579efe59c35a4db248d8a5547af05fbee3caad4,org.apache.tika.mime,2,0,14644,2
00221ad34a18f501d967979288236b98bd4cec58,org.apache.tika.mime,1,1,14644,0
4455a6f087bbd52767e55478e9d51fdb39adbce6,org.apache.tika.mime,14,4,14654,10
3621ee4abde21f66ebab200ba2788e160b8df65d,org.apache.tika.mime,93,17,14730,76
67e2c5a80bc884818c3f905a26c396c57608d75f,org.apache.tika.mime,18,2,14746,16
70ca280f11fe4127df290b8027c6bc1d5180271f,org.apache.tika.mime,57,0,14803,57
582083e003efe45bd9e2e7a624a4177c9f1ddc50,org.apache.tika.mime,57,0,14860,57
7dd38d5500c539328e2b0a083e1998a28e680539,org.apache.tika.mime,57,0,14917,57
7914318c5eab2b5a03adf419d0e330c1a978227a,org.apache.tika.mime,48,0,14965,48
b5c07d523292338a7f01d07ffd4ff63fd2e8ec9c,org.apache.tika.mime,3,0,14968,3
1fd441e8d71169b8d6eb8cd8d1c42b59a5a119b8,org.apache.tika.mime,0,7,14961,-7
e6d332d1335ce33395ca403648ad955f4c97e622,org.apache.tika.mime,46,0,15007,46
85d25ccdabc01eb0cd69c7e764df98e92688e51b,org.apache.tika.mime,1,1,15007,0
c8deb97fabe579f05acc12a02adf30cf92c7c4df,org.apache.tika.mime,11,9,15009,2
817f84843ffbae84def86c044a9f4f453f74a5b4,org.apache.tika.mime,13,2,15020,11
c5f0de1a83471ac2a15c46b1c39b33904dd69c9f,org.apache.tika.mime,0,3,15017,-3
920f68266d67ea35f7084ebbd21a36fb0ddaeb23,org.apache.tika.mime,9,9,15017,0
5e6b2c60c62a4a5f3219d06618cc26dd4b791f56,org.apache.tika.mime,11,5,15023,6
be9d440e05e609f85efa151b8f5fc78cd0d30fb9,org.apache.tika.mime,1,1,15023,0
6744383d71eaa99aff8b590110aac51967806d13,org.apache.tika.mime,8,0,15031,8
450ab4bee5b91663c8d524ad1f6357147c6cd40f,org.apache.tika.mime,40,3,15068,37
ad23d84f88abe6e540e989c988142f1ca0c876a7,org.apache.tika.mime,17,1,15084,16
b5f5403fb150f2a290fe1cfa10a6fe572b1dd50a,org.apache.tika.mime,114,4,15194,110
97699598f000139b1222b785d634b3c8a8e216c7,org.apache.tika.mime,20,0,15214,20
700b38acb6443c30b4b05312a2010826fc618477,org.apache.tika.mime,6,1,15219,5
10cd2055b43c6983aa4e7d95da53680355f39bac,org.apache.tika.mime,40,2,15257,38
cadbc405519e5adbada1ddb6d2d4beff1f953072,org.apache.tika.mime,11,0,15268,11
ac2c024cee1e8475c056196aae0526120f99a85b,org.apache.tika.mime,76,2,15342,74
db75e85fc9cf0d5f2c25f7eae2ff8deb59611b00,org.apache.tika.mime,16,1,15357,15
1ba30ef32fee372566790650e9ab8a36bc9ab807,org.apache.tika.mime,8,4,15361,4
d72ae53d2e1c767c1e5c6d150bb87b33829d10f0,org.apache.tika.mime,14,0,15375,14
10a8eec119c7a77be76000b30aaffb96a552cc44,org.apache.tika.mime,30,23,15382,7
e6e3b8817053e981f3843f1d3b7055b4ae30ed73,org.apache.tika.mime,30,23,15389,7
dbf35b6b4eff1cdcacf6a1265bc025c3bc7a6dd0,org.apache.tika.mime,6,1,15394,5
48a4ab9849181cfe30acc34701325d3cc4a9431d,org.apache.tika.mime,6,1,15399,5
8289d0b704514067a57928905b3654486b5831eb,org.apache.tika.mime,23,5,15417,18
3701f2d340ee56af10aa1b6cc44375d71b50bb52,org.apache.tika.mime,10,1,15426,9
09031046e5bece75ed22d9ee9b184ec49a14f99a,org.apache.tika.mime,4,0,15430,4
9b7154cf37871f5ef0874e972ec9208538e15e44,org.apache.tika.mime,95,4,15521,91
9c01111a822419797f20a09388ccd235c7e70db9,org.apache.tika.mime,4,1,15524,3
892e38d5aba4e9f1480bce73802a2c2616da1db1,org.apache.tika.mime,9,2,15531,7
2cb195a7433fed2f7b37e46942316eedc924af52,org.apache.tika.mime,14,0,15545,14
742e60e20363aa66db992df4d1cae26b18060f45,org.apache.tika.mime,23,2,15566,21
ceb7b42ba2e342e7becb81d0c661ccd6209a915e,org.apache.tika.mime,3,0,15569,3
bf2846dde776c1cb55c2ae5f9cbe8d8f4f663dfa,org.apache.tika.mime,3,0,15572,3
48d26503758cf25e482912137d0157594198ef60,org.apache.tika.mime,1,1,15572,0
fb1a85ba1e5df0da997468b1da5c274a46011a2e,org.apache.tika.mime,1,1,15572,0
ca3207c3b0dd408b32a07b70dcfef42aa4d0a9bd,org.apache.tika.mime,19,0,15591,19
4b38d6228f4ba5ee912735dc692275499bbf45f6,org.apache.tika.mime,106,7,15690,99
e24e6afb1c2a37be266839767115ad6adc5f8dcf,org.apache.tika.mime,2,2,15690,0
536df9ce90a18ea6e8827e704e54afe162719953,org.apache.tika.mime,72,22,15740,50
43b84c24fa26520ab0a4edcef1accbf49f23b101,org.apache.tika.mime,121,7,15854,114
eb33286282a3cb17ddd3b1911738e2068fd4d742,org.apache.tika.mime,3,0,15857,3
7bd88f6eb2eb6035dd20f54364f8eeac7e2df0fd,org.apache.tika.mime,27,5,15879,22
e7b481dd763ff4f586a94b981281923e4604010a,org.apache.tika.mime,27,5,15901,22
aac3af4ccb9da07b1ade1a57ed5e015dbedb17c4,org.apache.tika.mime,25,9,15917,16
0e39bceef4456eb391ace48fece2ebce52e0824d,org.apache.tika.mime,72,22,15967,50
b26a0ccdbd5620b870df0dc434d2f9265b2df082,org.apache.tika.mime,3,0,15970,3
3d5d4d8b9667a31e3cb30a9d02543347feefbcc7,org.apache.tika.mime,3,0,15973,3
9a2c7d89e03ca7c0e821b69c394165297edfb9d4,org.apache.tika.mime,20,2,15991,18
429b22b2ac9ff96cfca714895d65dce311522616,org.apache.tika.mime,3,3,15991,0
a0546b6cb98c949bb747b2e0e8d5675f651f6a16,org.apache.tika.mime,3,0,15994,3
6e3c26e45b1af10cd16eeb54f420826cf1330771,org.apache.tika.mime,6,3,15997,3
1ab34b647463e0a6a4a12d9939bf01bcc71af352,org.apache.tika.mime,3,3,15997,0
0ae7a6f7649b7080adf72a42888dd1a9d12dc2a6,org.apache.tika.mime,3,1,15999,2
6a366e51fcab9c53ce29e336c086944315959d95,org.apache.tika.mime,1,1,15999,0
614c4c2c9ceda24664edd3e27be1312dd60d6d38,org.apache.tika.mime,3,1,16001,2
c3685d0767837a02cda93cfe49d81c31e352191d,org.apache.tika.mime,0,10,15991,-10
80b533b86cf8e4c8e090e95479ef60f2a641194f,org.apache.tika.mime,8,0,15999,8
e808d3fa0045894bc191c5eaec61c761aa21364e,org.apache.tika.mime,8,0,16007,8
e73fbfaa6aa46abe85dc9f561d802d68f6ed4d5d,org.apache.tika.mime,8,0,16015,8
31304f8ba1aad16d76c3381d25efc245c32743e8,org.apache.tika.mime,10,0,16025,10
f05749404eeafe67dd32e72cb284960a9425cbb5,org.apache.tika.mime,10,0,16035,10
f4bd11b84bd82fd072e5c4e246ba391a2ffbb5ff,org.apache.tika.mime,6,0,16041,6
4fc63fa02282aa02d5dd2f357d608a4f736f6f6b,org.apache.tika.mime,6,0,16047,6
0758598bece92f97418f88d0c443e8d9cff7a7ee,org.apache.tika.mime,40,0,16087,40
433a8c1625d302bf1a9d81f2ad1223df7bf83d31,org.apache.tika.mime,12,0,16099,12
8d420b60d89e3f3da90d5579bc2d4d2f974354de,org.apache.tika.mime,18,0,16117,18
9800dac57fae5e6919eeb42e2502a28b22590145,org.apache.tika.mime,8,0,16125,8
b7a1ebcd1effcd1d9f61dd74b96c71965cddf841,org.apache.tika.mime,9,0,16134,9
1623adfcee0d1aee25812edf41a929a03bcf47a6,org.apache.tika.mime,1,1,16134,0
c85f5cc4729f1d6bd81c24bab375e89fd1037237,org.apache.tika.mime,18,14,16138,4
f5571fa99ef6f178a16bd1bd3a3cded83c7b0013,org.apache.tika.mime,18,0,16156,18
0d259bc8b6beccaa9bac2e85212b57a48f171e83,org.apache.tika.mime,5,1,16160,4
c89fc0c95937b71e9c1a1b5905f34e0dc1cb650f,org.apache.tika.mime,28,0,16188,28
7b83f7538c788af4cd1c9e997e64dc550e733dee,org.apache.tika.mime,14,1,16201,13
0bf11aec86079b8f1ae2f1ea680910ba79665c4f,org.apache.tika.mime,5,1,16205,4
e9d62d24c19250053aee07a59c9e4de5197f2f42,org.apache.tika.mime,11,0,16216,11
114009165410c91b57b91fc4eaddb089a8559451,org.apache.tika.mime,7,0,16223,7
f233f3bacb5ec62c948f46d51c2a1ab54744073f,org.apache.tika.mime,2,2,16223,0
f52838fd0c88c4c843c2cd778fd32ea7184bc902,org.apache.tika.mime,5,0,16228,5
1e02f01819ef44bc99a5fe81e271e67be79b98ad,org.apache.tika.mime,10,0,16238,10
f26ca4699331640c1f6ba0512c199db229f80a00,org.apache.tika.mime,10,0,16248,10
de195e14f927cee1ee68365aa691221060c2e2e0,org.apache.tika.mime,6,1,16253,5
d9dbe0c8ca20b5954f04b0633ec1e34bd5ffc4d9,org.apache.tika.mime,32,0,16285,32
57b26e9756c59efc08eb180636460457855ccf95,org.apache.tika.mime,17,0,16302,17
cd90587f5d194c1f0e9b5cd5eeb8a995ecb3868f,org.apache.tika.mime,3,5,16300,-2
1015c362ea64691d90c03bf227aabf5a35b822ef,org.apache.tika.mime,2,0,16302,2
62fe4ada48f961ec49a41f6b67f28a64681c9b93,org.apache.tika.mime,7,0,16309,7
995df88a334b7e8508a680c4f2800ffb2095c041,org.apache.tika.mime,20,1,16328,19
b53afd70ab279b77c9bde6906e187b3dfe0b03ca,org.apache.tika.mime,1,1,16328,0
7c68eb2ec3d42f97b666c2bb491b8cdab7975eed,org.apache.tika.mime,1,1,16328,0
4e057270f075a36e535f55f1542972d6fa566dbf,org.apache.tika.mime,429,42,16715,387
114f93e61f91e83bc029f35ccd2421bca585f91d,org.apache.tika.mime,28,0,16743,28
cb5f4103c00b91d55f3974959e4cb444549dad27,org.apache.tika.mime,14,0,16757,14
f9104d17ad0b92b243501fdf0863b4ccdaa5e791,org.apache.tika.mime,1319,1314,16762,5
6b7d0ad97c47e0c91ebe3399805fef518e282d52,org.apache.tika.mime,2,1,16763,1
852b974d215f7550ab667171af44086bb0d34437,org.apache.tika.mime,40,0,16803,40
d4a39b4873d939553e0742487b8c84f072497c1f,org.apache.tika.mime,16,0,16819,16
a02ee9821339441c2fde40ea483e850d99ad0ba1,org.apache.tika.mime,19,1,16837,18
b5c3485e9f1c390565ccc0abc5e4609fdab9bd0a,org.apache.tika.mime,28,22,16843,6
c10229588800e6d56907a19abc3d116b4b423169,org.apache.tika.mime,5,0,16848,5
c3fff83c7e955ff5de0e4cb9098b06a15ee2cf7e,org.apache.tika.mime,25,1,16872,24
ecd1d62ad9e4d2ddd53abf204539e5d765e6c624,org.apache.tika.mime,25,1,16896,24
eaa712f89d5de9ad06647fa29d10ac1baa47a4c0,org.apache.tika.mime,34,5,16925,29
b0ae63a1c59ef60ac6b134cadf2053f2e73152d4,org.apache.tika.mime,34,5,16954,29
c6b30c578e98373496f895cd7caa8317f4212d51,org.apache.tika.mime,46,14,16986,32
fa1b2ef87157f51797d0dcaed36ebc990e538910,org.apache.tika.mime,46,14,17018,32
75c2ff5686a70c0fb15c4b52534c1be09669af1b,org.apache.tika.mime,6,5,17019,1
618345263ee41108e1a225dbcdbb8db16b2aae28,org.apache.tika.mime,6,5,17020,1
f29362d91b46864a7f924c60f7cf691ac18f11b2,org.apache.tika.mime,1,1,17020,0
7595d820633d2588234b6650ab36265a4dcdfec0,org.apache.tika.mime,1,1,17020,0
7ed64a5bd8e564bbe8fce0948a71c1db249fa2fb,org.apache.tika.mime,2,2,17020,0
9ec102102119e6d398c53652e1a28c2c61600f5d,org.apache.tika.mime,2,4,17018,-2
6cd1a4a5df54e44a0f17e2035ad9e83812edd613,org.apache.tika.mime,1,1,17018,0
8dbb5736fa92b323e270e2075b42dce458a3abd6,org.apache.tika.mime,0,1336,15682,-1336
a43784b19f6b0955478dded71521b0491d21c90b,org.apache.tika.mime,1336,0,17018,1336
8b82b4c942c82f9cc2eb393e669227606b5f15fc,org.apache.tika.mime,6,2,17022,4
6e3ee160366ebd6b336d7b9f12984486a3bb886e,org.apache.tika.parser,3075,0,3075,3075
2b86daf8815f3c8d974f887e4cc064b9159db595,org.apache.tika.parser,4,5,3074,-1
d7dabee5ce14240f3c5ba2f6147c963d03604dd3,org.apache.tika.parser,17,4,3087,13
780f13d348531efbda8da1fd11c51039e50f29a9,org.apache.tika.parser,40,48,3079,-8
53f61c8270e23cba731fa7186ba597fcc1f454d6,org.apache.tika.parser,0,1,3078,-1
9f4c38c25babaf67a94586e2255ec09aa76ea2b4,org.apache.tika.parser,74,69,3083,5
32fda63e7bfb1722a3e35d717f68e3242a259c47,org.apache.tika.parser,19,33,3069,-14
f8183f2dffaac516ea48fc3522c302fa4937b26c,org.apache.tika.parser,15,15,3069,0
0c203842869b08afd0d3af2a899f6f6fc5cb0f4f,org.apache.tika.parser,2,2,3069,0
4707526c2f2dc847c9031174f75f25ee94e54803,org.apache.tika.parser,11,94,2986,-83
