commit,package,additions,deletions,LOC,change
eb7202d524dbf45d2d0e21b473e73e5401ed10b9,org.apache.tika.parser,19,9,41480,10
cf55425220f3c0dcab2fe6318e19560bf4c7827b,org.apache.tika.parser,242,226,41496,16
fe06af65557221eefc7cc7290a61cb4e6ebc6516,org.apache.tika.parser,1,3,41494,-2
ccd594622ec4befb29bdb8245cd2b2d5660f0b81,org.apache.tika.parser,0,9,41485,-9
42cebedc5a415b5f9fe32de184ee6dc9e6fab9b9,org.apache.tika.parser,7,7,41485,0
4f4ce4c646b7d9a196bf9edacefaef4783c89cd7,org.apache.tika.parser,16,4,41497,12
eacb983cb6155dc00e98f5ad4c9d71244b7dba83,org.apache.tika.parser,14,14,41497,0
0aa8bca3ede9bec545b7228733df67905b7e8663,org.apache.tika.parser,7,3,41501,4
3b2fba4ece90530849eb3fdad9bbf12041220b03,org.apache.tika.parser,91,4,41588,87
069ac2d9ff12192b54f98274f370560f8faba00a,org.apache.tika.parser,69,0,41657,69
2d05a8a85e7b31b4b21111ad380b131780f09ef4,org.apache.tika.parser,2,1,41658,1
65977bba2a5900c43dbb9f4c8512daf38b9163b5,org.apache.tika.parser,507,391,41774,116
ccc1fc0df0304122e7e6d57c6897dba49a37854c,org.apache.tika.parser,25,5,41794,20
1cc2725cecf73a1156af53d21801a9196154f389,org.apache.tika.parser,29,27,41796,2
746de4d60f1ea1e847dbd9fc1b940c53b874d787,org.apache.tika.parser,1,1,41796,0
a0d5a4f7fb1f0eb938f9b5d9c894f0337cfeecc5,org.apache.tika.parser,1,1,41796,0
74c231a575c9ac307b617c2c322d0f4151baeb64,org.apache.tika.parser,26,0,41822,26
bb9380c0e07084a65773ef12f014ec1b9ad5fbc6,org.apache.tika.parser,14,21,41815,-7
ed77de42dbeb0b1fb5f7fafd42b02b7f43805929,org.apache.tika.parser,1,1,41815,0
0de5e6f96c2a20c93b3e6f99aac80c014d3017d3,org.apache.tika.parser,201,0,42016,201
1f32c70e2166cca831a9f52a5362583dd11e3cf6,org.apache.tika.parser,61,4,42073,57
1a317d10d26c88c02b5a3f5c9d9bfb8e88e2a2b0,org.apache.tika.parser,65,29,42109,36
d6d1d22df50ab86d2ac156229833ab5a200e1f13,org.apache.tika.parser,61,43,42127,18
21094020bb430526dee7d2a87f5b3a7dc30af338,org.apache.tika.parser,28,25,42130,3
1233a93d97e9fb7f566b0b4f52d3733659f0ac7b,org.apache.tika.parser,20,5,42145,15
a8edc724052ec964111cce3a1193a4e078fa8ce8,org.apache.tika.parser,3,4,42144,-1
7dc73cee673ffde25441b1adba6d467873ed134c,org.apache.tika.parser,35,0,42179,35
75230ce9cc30db0eb9dc79c711a762b14d39c3cc,org.apache.tika.parser,10,5,42184,5
f3df5ae5a98c31220a5946b70daa3fc2fd3752b2,org.apache.tika.parser,1,1,42184,0
5a7216e83d99238080e29ae2f46864113aaca3c6,org.apache.tika.parser,7,1,42190,6
78265ea1fa04dc8fa4d18d152663da7871199018,org.apache.tika.parser,482,485,42187,-3
9277ce62ac43d4d684bfa660c413deddb30db091,org.apache.tika.parser,32,46,42173,-14
02f4720a4198b23415edd50c49645237cb2b3c6e,org.apache.tika.parser,50,47,42176,3
f5ad49dc58e0309b88084f6dda2d73fea3612804,org.apache.tika.parser,11,2,42185,9
bddf67d58340860dfe95d54e6526f8003dade2b9,org.apache.tika.parser,3,6,42182,-3
5f6845257016bfbaef26e998edd8f660c5711ac1,org.apache.tika.parser,19,6,42195,13
895ebb79404e3113766a0ec4b12c3a100294a96b,org.apache.tika.parser,15,14,42196,1
1843bb593e6d3c479ed4b25a56883e48c6af0d32,org.apache.tika.parser,37,0,42233,37
5cf7785cf2540cc8cdfd7d21b4f8bf540fbdc55f,org.apache.tika.parser,35,1,42267,34
0a176a5aad749a0b15559b705b906937760d4a77,org.apache.tika.parser,5,6,42266,-1
d7f253f852f9e179fa0f51cb912c33bf63b7f1a8,org.apache.tika.parser,5,13,42258,-8
192c0d0c9aafdf660e0b311b7fc2da11ecb9d572,org.apache.tika.parser,15,2,42271,13
4533e06da0231f88cf8a5d1b6a3708841e3c6880,org.apache.tika.parser,11,3,42279,8
9f8fc77764e781f88afce7c13d36c9967caf4ae4,org.apache.tika.parser,50,3,42326,47
41c09d78e82af9ddd050cf02d5a14919e9e297fd,org.apache.tika.parser,95,94,42327,1
9ba366d064bbc9acf143fc80e4fcb5f63c4b5173,org.apache.tika.parser,238,238,42327,0
5d3fc7f886223b40d755bca8fa45a171b3899268,org.apache.tika.parser,0,5,42322,-5
c9887c1db88576370ffecbb206b840d0ae330b78,org.apache.tika.parser,20,10,42332,10
484fe4ed66b39e9a11f44753e84e93384fc74201,org.apache.tika.parser,8,10,42330,-2
e09cb44e8a0bad4bf2b51591ca5f13563b1c79c3,org.apache.tika.parser,242,0,42572,242
b9b8537f0e88becf6285a25a20d37a2afaceadf8,org.apache.tika.parser,72,30,42614,42
eebeab1076116daea03217d5bfc9ffb48d4fc997,org.apache.tika.parser,114,116,42612,-2
a729485005e4556e54151fe2e714e60a89f4eff0,org.apache.tika.parser,33,37,42608,-4
1b462d3e4544a0e3e423eb686ec78aba5cc1814e,org.apache.tika.parser,13,20,42601,-7
a7bfac667871e7a37a3a26912d4c51777e25f3b5,org.apache.tika.parser,80,83,42598,-3
89eea5fd18f92e8280abeeccb09556e3dde271f3,org.apache.tika.parser,130,127,42601,3
7cd31ee5aea3b05525b84b0bd9b83df043f44381,org.apache.tika.parser,9,0,42610,9
a9f559d7a4921578cfbc827ae89f5dd0b80b7d79,org.apache.tika.parser,3,0,42613,3
32985edf6e025da754f974f951ef3ae1c4c61949,org.apache.tika.parser,33,3,42643,30
7b7ad9596116b402a938d5ded50a2ef621677c03,org.apache.tika.parser,39,16,42666,23
3b1d2498e25d51817c47e470a66c9251210b9dfd,org.apache.tika.parser,8,16,42658,-8
8abbe99f47ed22f43097421264a356d2311801b4,org.apache.tika.parser,31,4,42685,27
24faaa980924cc9aedbdcdbecdd6a9a19f4fdf1e,org.apache.tika.parser,36,6,42715,30
58b7c17d1833caffd5e8693d656a6efc02463c43,org.apache.tika.parser,58,31,42742,27
ab00944dd991827196644df194247d5052ca8af3,org.apache.tika.parser,99,4,42837,95
2f5148aa2f9290c9611d16d0b3f7eecf0e0a1874,org.apache.tika.parser,2,2,42837,0
9398ed2fe64411f8e7d32d6d634b8300e796731c,org.apache.tika.parser,12,1,42848,11
892f3a8b1e44efdf86ec9aed0887de7afcbf01ea,org.apache.tika.parser,152,210,42790,-58
ff3471490258faca2e86c480e93874fed07205cb,org.apache.tika.parser,3,0,42793,3
bb0822ab4553f921c1f840ecf7c96c40304e732a,org.apache.tika.parser,11,4,42800,7
07892ac0040408174c018f738918ad161e442a2c,org.apache.tika.parser,77,33,42844,44
c4b139328856b80573baa5c4fe5e33f8d95de3fb,org.apache.tika.parser,177,0,43021,177
8d9ddf9d7f2b5809b81e262fad3181a4dadb2e57,org.apache.tika.parser,21,33,43009,-12
0462e2df441e42017b034bbd7a081dfa8eb57288,org.apache.tika.parser,2,2,43009,0
1916f12e068c277f9ef13df7eef44f718d551aa4,org.apache.tika.parser,14,12,43011,2
415e35c57f3dd813b2a7fb322eb0e1702ead132d,org.apache.tika.parser,74,0,43085,74
1cdc9aefafa5516459f6d79c0eae4e9e14e89e52,org.apache.tika.parser,97,3,43179,94
169ecc8ee1323971e46ad8777792b9575eae7589,org.apache.tika.parser,708,0,43887,708
e12bb7a68d1e1cf60bacdbd2e68afe6b0b6863a8,org.apache.tika.parser,38,17,43908,21
8fc3a0925db66e3a15d7ad5f790f0201ed73b214,org.apache.tika.parser,83,11,43980,72
8ecbab905d2acaaa29ee15e7f25af2fc79ef558e,org.apache.tika.parser,1152,0,45132,1152
c19701b5ce47d672000997a8f22d248a030cb16c,org.apache.tika.parser,387,0,45519,387
99b53cec502b9266b1e47aa98170e976aa1ebe3d,org.apache.tika.parser,128,0,45647,128
11787f5fac99e14261dbe792e75549ef8fc19e42,org.apache.tika.parser,2,8,45641,-6
bab243e2863646ae6639a51b81867fa029bd9d68,org.apache.tika.parser,154,42,45753,112
960cd6889cbf7338d3040071632881cf187f8a60,org.apache.tika.parser,392,0,46145,392
9ee3a34ef15f161f956d0d6a4d220e56cbb9118e,org.apache.tika.parser,24,4,46165,20
ecd7ce84b76fb7ec27ab5c81b1d938f7051e1911,org.apache.tika.parser,0,19,46146,-19
aca3dfa1f086d2f6cbd6ebfdccfa9333ab1fbcf1,org.apache.tika.parser,2,0,46148,2
d1e8d7176952d7e82e2d72ae08b2ee40df17902e,org.apache.tika.parser,505,38,46615,467
15303fe8bcb1b975be727041c0094e471f0b801a,org.apache.tika.parser,4,1,46618,3
0c81e7a4659c1942b189db7c8342964375cda2de,org.apache.tika.parser,516,387,46747,129
0a92ecfbf66a319354003a0da736efb7c2c9a927,org.apache.tika.parser,18,0,46765,18
db07978f53a1f8eaa0c866bb5585e8791d63b962,org.apache.tika.parser,36,3,46798,33
86b897d84e4974e885a5d2e020f37b6878e4ae80,org.apache.tika.parser,4,6,46796,-2
3f6d06f8b46a14eba6011d781e5e5a86b5043896,org.apache.tika.parser,11,0,46807,11
257a53b8a83caa5de9067b9c3b3b5e2b356f674d,org.apache.tika.parser,11,5,46813,6
794595c85cffc6cc811c60b1d8ae6fd3a341bcb1,org.apache.tika.parser,172,11,46974,161
c46f54556357b08dc0d092cab3d316a1205b7d51,org.apache.tika.parser,15,1,46988,14
19c87d948588c84927e3b03babbabdf4310a349c,org.apache.tika.parser,1,0,46989,1
4cf0ab4eff5d76709c30ccb793fba296b4f95a0e,org.apache.tika.parser,11,12,46988,-1
bd4798adef20b2531637be6b13b73e851e805a39,org.apache.tika.parser,136,123,47001,13
e5ca726329bfda06418783fbac38332293b34794,org.apache.tika.parser,4,5,47000,-1
832ba70a913e706ba4401f2a0e6d15a13cf267d2,org.apache.tika.parser,2,2,47000,0
fe4cd58cced0e15f1848afbc2518ab4a66e6867f,org.apache.tika.parser,29,0,47029,29
5a6626c09de1a7dd904c9456b60ffb20f573f7f4,org.apache.tika.parser,4,1,47032,3
375274a100048f3808aa7582e71bf51200b88a14,org.apache.tika.parser,4,0,47036,4
de00e27abdba193cace29950dd75edb2f44cd766,org.apache.tika.parser,2,1,47037,1
7b979a89bfa59b58a8aef16012bf86fa5cd5229b,org.apache.tika.parser,432,0,47469,432
6ce4a166486eea12e9987318da24f82aa4a072b6,org.apache.tika.parser,2,3,47468,-1
671b314b1c25c3d4b390a61ef6c0d7d03b062806,org.apache.tika.parser,21,1,47488,20
5f506c1627d442f9366a1eafef1a0195fa24bf79,org.apache.tika.parser,12,129,47371,-117
3fff336bb66aaa60e9b0a4c13d4967903ba62ea5,org.apache.tika.parser,10,3,47378,7
6194e6854392740a157cce3bb252af10244af8af,org.apache.tika.parser,49,12,47415,37
aecf60c2b2718e03026159b1155a23a66ee2d7db,org.apache.tika.parser,177,16,47576,161
1e33ed3bc35997cd4c8bcad689cd460313ea5605,org.apache.tika.parser,3,5,47574,-2
13a280bea8dfb56fafdfa8b31ffee8941077a98b,org.apache.tika.parser,15,12,47577,3
7d231d03247b9171dcce6e1758deb5c49560a6a1,org.apache.tika.parser,66,18,47625,48
ece254a45588281d6d00b383cd9f7809dca04580,org.apache.tika.parser,60,1,47684,59
f2c263dd409f62c6c3520e48816c9fca9244e854,org.apache.tika.parser,365,394,47655,-29
3e9db56e11340c06c39e71df4d320033eda5810c,org.apache.tika.parser,7,3,47659,4
35090b30645cb20fbbc8c125850e303dcad5c24f,org.apache.tika.parser,3,1,47661,2
7ada2169584970ab9cc8d032c1571dfae78d4fe6,org.apache.tika.parser,112,27,47746,85
b40b92e8129bf4507a5248f03e9a8628a0bb23f7,org.apache.tika.parser,1,1,47746,0
c6ed61372bd004dbe6ab3e9e2d7c1f73eb657350,org.apache.tika.parser,2,0,47748,2
54e671764be5e9731ba37c059bfc96ed31bceb23,org.apache.tika.parser,0,2,47746,-2
40e07577cf087ee0eac4c6f11388bf4d252537fa,org.apache.tika.parser,10,0,47756,10
7ca5ec0aecea4092b6a8399638444ae4a335137c,org.apache.tika.parser,592,0,48348,592
79c07dfd9e4eedf90328aa9409017ed8a8e82bf3,org.apache.tika.parser,453,0,48801,453
c3d82a84eb5a5105672b3b237c139c1921020944,org.apache.tika.parser,3,18,48786,-15
ca0676ffaf6fb7986adf839a0ca97b34f0b449ca,org.apache.tika.parser,0,239,48547,-239
761467a520ac864ed4137525f629ad46af58ca73,org.apache.tika.parser,0,57,48490,-57
9f255bc73011de43ef115e11c3fdf5438394bc42,org.apache.tika.parser,1,0,48491,1
90ff7e32c5845138ef469cd06212545bfd0d789d,org.apache.tika.parser,3,0,48494,3
88f140f5cfd63202a48bab7a43e2c6cae05ea8da,org.apache.tika.parser,1070,1070,48494,0
345d33f0b53110047b9a2170f6ad720751fc8386,org.apache.tika.parser,2,0,48496,2
8df88b0dfb471216c3df42bbcfb44ffe3f5a6356,org.apache.tika.parser,95,0,48591,95
84b7ca2c1c0c5df3e20be2992afd678a87c1dbfa,org.apache.tika.parser,477,0,49068,477
3ab3c34470bab4ac05395cef090e5c51d24000bd,org.apache.tika.parser,206,204,49070,2
c38576184b91c4e74e644b18f1315255d16a3981,org.apache.tika.parser,3,11,49062,-8
1b23ca5207fd1b32ce4a0d3a5367a820c5780e7b,org.apache.tika.parser,17,0,49079,17
309752746d8ab0d8fc713c4f0ffb766c4135a07e,org.apache.tika.parser,32,13,49098,19
ba78bef63a9b267be31bd3987e3420bcfd249c1f,org.apache.tika.parser,11,2,49107,9
227ef0111467325ac217e8f0f1682108dfa4717e,org.apache.tika.parser,1,1,49107,0
7ec0a0bc9a4d8c757344d1058257696cb4d02efd,org.apache.tika.parser,16,0,49123,16
5239ee7922c52a6a5281f3671ee9b31f7707f5bb,org.apache.tika.parser,2172,2162,49133,10
cc326059cd05b9df51bbc82fba6528cb09f4395e,org.apache.tika.parser,115,11,49237,104
9413f4547eebadff017226c66b4cf87376433075,org.apache.tika.parser,0,1,49236,-1
04be3280412570d8923594b6f3df42741f098008,org.apache.tika.parser,4,0,49240,4
619982004378e65da633ab79fd94359565bfb8f7,org.apache.tika.parser,874,0,50114,874
fa5e6668625ced3d6dc093ff73229e49c5f72133,org.apache.tika.parser,641,645,50110,-4
952ba27a5003bee71ef62593374e3bfde762d635,org.apache.tika.parser,18,0,50128,18
b93a7d267f8d1899354c5e2b8c1c56651e50d99c,org.apache.tika.parser,39,5,50162,34
086501e0e6db3e396ae44b210d16113cf09a65b8,org.apache.tika.parser,5,3,50164,2
826bae28ca8046ab15f399187bb49b071d64c5ba,org.apache.tika.parser,1,1,50164,0
80a1126072d9af786e09f30a4fd951b45c844cec,org.apache.tika.parser,42,12,50194,30
5cdc797a9fe12f46423feb2588e94d5e5358b56a,org.apache.tika.parser,291,268,50217,23
1a3749fa632fdb8ad0bcb2cea673113031f9b4be,org.apache.tika.parser,0,2,50215,-2
90a2202b5b4a75e7f673bfb42a912cb97ae6d26e,org.apache.tika.parser,540,6,50749,534
444dadd5eb090f6e2998507e444b2014905cb90f,org.apache.tika.parser,1,1,50749,0
2764fb8606964c3350c781ecf5df4042706b4099,org.apache.tika.parser,18,24,50743,-6
4dcfb74cf702aa88a94f58ca79ede313dfb45852,org.apache.tika.parser,9,9,50743,0
9a8798b8e19b2149e1f5b678804f328dd0be6686,org.apache.tika.parser,18,5,50756,13
5f3acd22272dcaf8b946feecaf0e1bbebb6489fb,org.apache.tika.parser,2,3,50755,-1
a4baebe62c9a29c71fac00b59657f508c681edbf,org.apache.tika.parser,0,4,50751,-4
1ecb5f93b3af6ab23cbf2eaa329fca7ae140f530,org.apache.tika.parser,9,3,50757,6
62428f2d6530e9d72f772bd163c010a3bd4f4eb9,org.apache.tika.parser,1,2,50756,-1
38697cbec28a90ed7b4726b081a82ecf98cd47fd,org.apache.tika.parser,57,23,50790,34
8045b054b612d9e4f8449e9c2ab1e4dcfd84214a,org.apache.tika.parser,16,0,50806,16
ef88dd920ab5e791beba6d361c147d95b10fffef,org.apache.tika.parser,1,1,50806,0
c7c166a559ba6ddffec746cc2df1d889dd0a8b11,org.apache.tika.parser,355,0,51161,355
8bb18b1d29259578c103c11154b005e74a1c7a11,org.apache.tika.parser,14,3,51172,11
99aaf119e4af3836c4edcbebfc3ccf497f5dd16f,org.apache.tika.parser,0,366,50806,-366
98b088d6f1cdd44aacabc60346b8b065ae2eb94e,org.apache.tika.parser,2,3,50805,-1
1139986b6bfb1f00ab7eab03adb9a95862a37fa2,org.apache.tika.parser,1126,0,51931,1126
b4f1c29ac3c044e9732bbf1c39c50a3ad19f608e,org.apache.tika.parser,1,1,51931,0
a47881f5f185263ba518e71243ba63bb5cb2de8a,org.apache.tika.parser,8,8,51931,0
3e9ccb1f97b6708d315ccf0e0fbdae969782b072,org.apache.tika.parser,25,13,51943,12
f4bdbbe73dad9e7b979c4bdabc6312bb2ca0d57c,org.apache.tika.parser,4,2,51945,2
f71910e2e00b55fbfd339e6d682521f64de0c696,org.apache.tika.parser,3,2,51946,1
19eb4448304abff6322d830ccee7ed868d443d71,org.apache.tika.parser,157,138,51965,19
d5981c7079c23c58dbb91aebce30de5498f51b8a,org.apache.tika.parser,97,82,51980,15
2d55f1d8e549911a296420844b62b4348fae5357,org.apache.tika.parser,6,17,51969,-11
e349b4fb6cdb37b5dc2e7c2344a038d392e29c79,org.apache.tika.parser,114,5,52078,109
a406151ffd02141a8db8bc9faae97d98b5306470,org.apache.tika.parser,1,0,52079,1
fe421fd83a1b79b81e61aafe09b1a184ebc1bdf0,org.apache.tika.parser,5,7,52077,-2
8938fdfa93f8c0647e547e8a04a187fbb5a32603,org.apache.tika.parser,580,1046,51611,-466
3f99f456c61ce3f3e3a368a6a08beaf0172bb270,org.apache.tika.parser,1,1,51611,0
191c03d14e33606ffd4bef2972704398abce289b,org.apache.tika.parser,26,5,51632,21
36c2ea4d27bb63b59d5666f607409e644b685c42,org.apache.tika.parser,44,38,51638,6
5d50c2e9391a9f31ea435724aef9e0bb73624984,org.apache.tika.parser,1,1,51638,0
0c86583772df742140c034dee789b20585cdbebb,org.apache.tika.parser,22,0,51660,22
6f6a76450cb36d9370fb2f3f3c5893b01da0d56e,org.apache.tika.parser,14,0,51674,14
2e60efbfc81132cb46e5d6edd2e0dde28881aadf,org.apache.tika.parser,4,11,51667,-7
a960709593b0a88286e3aa3d1e71888f99ce1b85,org.apache.tika.parser,8,2,51673,6
9e9ea27a665506579b329c66bff9934de19e6128,org.apache.tika.parser,3,3,51673,0
c2895d525a941e22dff4e8a757d4025ce8f6e719,org.apache.tika.parser,78,45,51706,33
58df156bbe4ccfca5d5a7a50651c5259078075de,org.apache.tika.parser,135,135,51706,0
02bcf2097e14a70274abbc1f9703548b82458f41,org.apache.tika.parser,10,11,51705,-1
6750a059caa2ccf6cdc55ee78dbec411cd084d67,org.apache.tika.parser,111,119,51697,-8
f682eeec632bcfba9c879de077a968b926c3fc31,org.apache.tika.parser,2,1,51698,1
702b6c4d7b2b15bc2adf82b76df27511c9af3d87,org.apache.tika.parser,1114,0,52812,1114
a147d7c0b5808f7e8732898e907274abedb8c486,org.apache.tika.parser,232,0,53044,232
ded52941529d2303e9278f583e7221ecaa7ec19e,org.apache.tika.parser,282,80,53246,202
3574c9c68d8620db9b89e294daa34267f2a09712,org.apache.tika.parser,26,1,53271,25
caa2b5a675f71b2c66eea3a2216dfc1621710dd5,org.apache.tika.parser,10,9,53272,1
61671f5d97d97e6f379dd94391ed8449f8c15073,org.apache.tika.parser,5,5,53272,0
40b4a6d988f3745e530d6c9f703f14771eb0a326,org.apache.tika.parser,30,9,53293,21
489ab93c70227da902774badcca54ebb8eeae533,org.apache.tika.parser,22,11,53304,11
6ef9c948f30b5ad5ee64e8b40439b98f8072f8fd,org.apache.tika.parser,2,6,53300,-4
d685742c6e81b9153ce881f9622292104a4144d2,org.apache.tika.parser,201,0,53501,201
2b99eeab8bb4c8aaaf13202904910298dc446c05,org.apache.tika.parser,2,6,53497,-4
db2b475733dffca63143551a5f1ddd89d97f0960,org.apache.tika.parser,8,10,53495,-2
59ddcaac5f479b4485d35c061e81dfa612773aab,org.apache.tika.parser,0,3,53492,-3
892beca8b7c76c7849e9a71a0e252fca606753af,org.apache.tika.parser,16,0,53508,16
fabeac95b56b0f430593881b705d9c57842f04a5,org.apache.tika.parser,5,4,53509,1
1e0159b733dc7a8f48ce8943e1f15046c791349a,org.apache.tika.parser,1,1,53509,0
6c0b7906ecbc22ea9adb4c1e5781b0eff561957d,org.apache.tika.parser,6,5,53510,1
14ca32045361918f5dd28c63c9692accbcfa31d5,org.apache.tika.parser,18,25,53503,-7
28b9a6667c6618f9f326f715588515aaa3f6eb89,org.apache.tika.parser,7,0,53510,7
1b14b39d3e1b453620b2f7b26a933103a78c958a,org.apache.tika.parser,1,1,53510,0
f054bcd1a0a57a730ebc53e7a2cfd4215a7526fb,org.apache.tika.parser,13,5,53518,8
ac4c0b2c9321bba395b92214a3504d8346c3e936,org.apache.tika.parser,55,41,53532,14
a13369b098bea09421e35023c131adc092dcb6e4,org.apache.tika.parser,2,11,53523,-9
7ebe007ec03088449f67619ef1e6cb564178b14b,org.apache.tika.parser,0,2,53521,-2
c809690ec87ffa600018dbc5eee6d6756645adb0,org.apache.tika.parser,207,0,53728,207
cdb684d9c1b0ebb01a783180f07417760fa04d6f,org.apache.tika.parser,2,2,53728,0
0dbd69cef5ec603a11d7f5b52f119e3bea1550b5,org.apache.tika.parser,11,7,53732,4
dbefe9830b26d05f9ce53503565a069bcc63d7c1,org.apache.tika.parser,440,4,54168,436
9056894da580107d1a5a21b29a0b7042ffa15c42,org.apache.tika.parser,440,4,54604,436
c5d4ec6c50824a9a40fdd2b492bf7557d8d693f3,org.apache.tika.parser,199,29,54774,170
b2cf23178ede925b0ef23f88ebf1aff95c8c157c,org.apache.tika.parser,202,2,54974,200
bf2d405437d5807525406e26025e12d445e00b20,org.apache.tika.parser,8,6,54976,2
64db9614cfaa3e873a9dc9efc6d201d887f6a4c5,org.apache.tika.parser,14,1,54989,13
0d69ca7540b4350e043c5b9ed34d14a46bd70cf7,org.apache.tika.parser,2,9,54982,-7
73aaa1bcee194e8fa73cb0c3cd60ae2eb3205bf9,org.apache.tika.parser,7,1,54988,6
6a8bb0dfda6831a96822257ccfdedfecb458f393,org.apache.tika.parser,13,11,54990,2
1924c3f3fb56392ffba2118b437fde0a9be3a3d8,org.apache.tika.parser,7,1,54996,6
98eb56ec78f2e1d27de644f4f6647ea1cfbc930b,org.apache.tika.parser,134,320,54810,-186
9ebf066dd96783c952f4c2a37a2a02af2b0c5aa0,org.apache.tika.parser,3,2,54811,1
30e4e614ef7342ae114944264d7b487803e7e1a9,org.apache.tika.parser,22,1,54832,21
63bb15467fcd6e8766b0361e78231f6f7f6a4a08,org.apache.tika.parser,6,1,54837,5
5e170d4373c28a4b520196591c4d94ab8073bfbf,org.apache.tika.parser,49,23,54863,26
4f22b085b1569d66d711b79751478dfb8448c353,org.apache.tika.parser,103,78,54888,25
5a74addc0ded0120949fc330564986607f6d8b39,org.apache.tika.parser,1,1,54888,0
6a3aa1a713a990539e58f68b4c902f9f93d5372e,org.apache.tika.parser,64,26,54926,38
1c854185af6ad5668127b69a459fff2f45188774,org.apache.tika.parser,1,1,54926,0
e0005b37458d6fdd477a4cf7d95fb9234e7b8108,org.apache.tika.parser,9,7,54928,2
7a4301ed3ac21f73b049d4111f46ba6cda69145c,org.apache.tika.parser,33,42,54919,-9
27f1b8f726d7757c4aa57a0e3ae07d3e22cdfba7,org.apache.tika.parser,16,12,54923,4
e2ef2e9aba5783d205e428a3e607cafdb3ce102e,org.apache.tika.parser,8,2,54929,6
ca1c265bb0c2084e0a736659c5fe1872acf9008d,org.apache.tika.parser,3,2,54930,1
cffda850a1ff23836195da25416712f815136354,org.apache.tika.parser,16,32,54914,-16
d6923907d78cdc4bd05f0d67d88b9fb2bb162002,org.apache.tika.parser,19,11,54922,8
f89a19ffced973f212a7f28e8eed3b17f2b75d69,org.apache.tika.parser,32,22,54932,10
71f8423b0403955265a0726ff3173cc5708518c4,org.apache.tika.parser,141,294,54779,-153
270b8a966c2a0d68d92d1776c4b57f2137adc2b5,org.apache.tika.parser,5,23,54761,-18
7e2c089c8e3f01fd60473517f64ed20887584527,org.apache.tika.parser,306,0,55067,306
5f859fbb7684a907db14959a4e49dfa644ba93d6,org.apache.tika.parser,166,0,55233,166
2210c81ac8111f45f054bee5552a3f4f020eb000,org.apache.tika.parser,4,4,55233,0
ab09b0c6b3fc76f414dcaa464a2dbb58f52e0875,org.apache.tika.parser,12,14,55231,-2
f9a716a4db4e90145384520a779e43560a01de6f,org.apache.tika.parser,9,2,55238,7
b5e246f9a71a3c1ffcdf4a82ad50fc5b03cf83ae,org.apache.tika.parser,1,1,55238,0
b4404c33f641d14507c5a13cc0b0f5e7c2cffab1,org.apache.tika.parser,125,8,55355,117
3d491317c8c67ce9f159b531ea476e547e0dff83,org.apache.tika.parser,178,47,55486,131
172c58443550d256a94994aba24c6600a2397256,org.apache.tika.parser,41,84,55443,-43
da1fe243ace68cc2b5c4bde022113233ad95ea15,org.apache.tika.parser,832,682,55593,150
2e0c9bdc83af8659c01848886bdfc80e055a5f2a,org.apache.tika.parser,3,0,55596,3
1e2bd89e73888ed293d820d2bf33fb56a5402ce7,org.apache.tika.parser,17,0,55613,17
483c162602e6bffa61fb9d096f56d292405f4a07,org.apache.tika.parser,6,2,55617,4
9f3a32a171d2f45b057bb1f7bf8be5c28daa45d9,org.apache.tika.parser,5,0,55622,5
443ecd352deae04f650b2e3dddb534bb19734806,org.apache.tika.parser,25,0,55647,25
72d76f884e3997ecee322e8327f51053d0a34bad,org.apache.tika.parser,32,32,55647,0
2ec36ff4b817d1378b75f0654648a260c3d5928f,org.apache.tika.parser,163,178,55632,-15
f39c087ea36c074acd3cca8de702b2860bee7096,org.apache.tika.parser,19,29,55622,-10
80b27e6d843d221de87591d34632e546c0d23b1a,org.apache.tika.parser,540,321,55841,219
2cce66ddde6f44c258418bc5a057ba58e6267098,org.apache.tika.parser,15,4,55852,11
c9d508dc184244bdc08657e7da2f33b9a1fd6bd2,org.apache.tika.parser,48,43,55857,5
e558f5da8c9bb27eecc4ffe3d05a009698302d98,org.apache.tika.parser,8,8,55857,0
a484e5ec5a275219ac947b95c8b3df1fcc9a89fd,org.apache.tika.parser,40,113,55784,-73
2caf3da7cfeca675530fa86c6f76c451a433e732,org.apache.tika.parser,271,241,55814,30
b5fe00efc78821d6e5c487fe439dba3c733563f2,org.apache.tika.parser,6,2,55818,4
cd0676268256e48c7d8ace07c00cb105b6dcd754,org.apache.tika.parser,1,1,55818,0
5a8e269017091a76ccc65e9ba0aa5a3b072b60ac,org.apache.tika.parser,43,116,55745,-73
a30b143e41857be010149e01c5fb0df363157e6b,org.apache.tika.parser,6,1,55750,5
eb51d9b05cf69e1c4091ac022a4f84e6f2ba23b6,org.apache.tika.parser,233,0,55983,233
9ecb183515779e6db631b817672673f219461a52,org.apache.tika.parser,12,7,55988,5
d711ac947169db589dc601c11bf53a435385832e,org.apache.tika.parser,160,0,56148,160
d0c52590ce0fff35c143138d71439fb56c3c2de4,org.apache.tika.parser,1,0,56149,1
ab7c3253b8450c2d483edab60e4365fef0c4ae38,org.apache.tika.parser,89,41,56197,48
0cdf17df913cadf23c8074d46d386fa230f8198c,org.apache.tika.parser,358,0,56555,358
7a543c8076a3ceb2dfa92fce06fc558cfe84cde7,org.apache.tika.parser,212,187,56580,25
92a4835d02d94fddbc7d70c0507b8a32345662d9,org.apache.tika.parser,3,0,56583,3
