Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
tika,org.apache.tika.example,DumpTikaConfigExampleTest,setUp,8,1,0
tika,org.apache.tika.example,DumpTikaConfigExampleTest,tearDown,8,3,0
tika,org.apache.tika.example,DumpTikaConfigExampleTest,testDump,20,3,0
tika,org.apache.tika.example,TranslatorExampleTest,setUp,3,1,0
tika,org.apache.tika.example,TranslatorExampleTest,testMicrosoftTranslateToFrench,6,2,0
tika,org.apache.tika.example,LanguageDetectorExampleTest,setUp,3,1,0
tika,org.apache.tika.example,LanguageDetectorExampleTest,testDetectLanguage,4,1,0
tika,org.apache.tika.example,ContentHandlerExampleTest,setUp,3,1,0
tika,org.apache.tika.example,ContentHandlerExampleTest,testParseToPlainText,4,1,0
tika,org.apache.tika.example,ContentHandlerExampleTest,testParseToHTML,9,1,0
tika,org.apache.tika.example,ContentHandlerExampleTest,testParseBodyToHTML,9,1,0
tika,org.apache.tika.example,ContentHandlerExampleTest,testParseOnePartToHTML,12,1,0
tika,org.apache.tika.example,ContentHandlerExampleTest,testParseToPlainTextChunks,13,2,0
tika,org.apache.tika.example,TextStatsFromTikaEvalTest,testOOV,5,1,0
tika,org.apache.tika.example,SimpleTypeDetectorTest,testSimpleTypeDetector,8,1,0
tika,org.apache.tika.example,AdvancedTypeDetectorTest,testDetectWithCustomConfig,3,1,0
tika,org.apache.tika.example,TestParsingExample,setUp,3,1,0
tika,org.apache.tika.example,TestParsingExample,testParseToStringExample,4,1,0
tika,org.apache.tika.example,TestParsingExample,testParseExample,4,1,0
tika,org.apache.tika.example,TestParsingExample,testNoEmbeddedExample,7,1,0
tika,org.apache.tika.example,TestParsingExample,testRecursiveParseExample,7,1,0
tika,org.apache.tika.example,TestParsingExample,testRecursiveParserWrapperExample,7,1,0
tika,org.apache.tika.example,TestParsingExample,testSerializedRecursiveParserWrapperExample,6,1,0
tika,org.apache.tika.example,TestParsingExample,assertContains,3,1,2
tika,org.apache.tika.example,TestParsingExample,assertNotContains,3,1,2
tika,org.apache.tika.example,SimpleTextExtractorTest,testSimpleTextExtractor,12,1,0
tika,org.apache.tika.example,ExtractEmbeddedFilesTest,setUp,4,1,0
tika,org.apache.tika.example,ExtractEmbeddedFilesTest,tearDown,8,2,0
tika,org.apache.tika.example,ExtractEmbeddedFilesTest,testExtractEmbeddedFiles,4,1,0
tika,org.apache.tika.example,TextStatsFromTikaEval,getOOV,9,1,1
tika,org.apache.tika.example,ParsingExample,parseToStringExample,6,1,0
tika,org.apache.tika.example,ParsingExample,parseExample,9,1,0
tika,org.apache.tika.example,ParsingExample,parseNoEmbeddedExample,11,1,0
tika,org.apache.tika.example,ParsingExample,parseEmbeddedExample,11,1,0
tika,org.apache.tika.example,ParsingExample,recursiveParserWrapperExample,13,1,0
tika,org.apache.tika.example,ParsingExample,serializedRecursiveParserWrapperExample,6,1,0
tika,org.apache.tika.example,ParsingExample,extractEmbeddedDocumentsExample,13,2,1
tika,org.apache.tika.example,TrecDocumentGenerator,summarize,6,1,1
tika,org.apache.tika.example,TrecDocumentGenerator,TrecDocument,5,1,3
tika,org.apache.tika.example,TrecDocumentGenerator,TrecDocument,2,1,0
tika,org.apache.tika.example,TrecDocumentGenerator,getDocname,3,1,0
tika,org.apache.tika.example,TrecDocumentGenerator,setDocname,3,1,1
tika,org.apache.tika.example,TrecDocumentGenerator,getBody,3,1,0
tika,org.apache.tika.example,TrecDocumentGenerator,setBody,3,1,1
tika,org.apache.tika.example,TrecDocumentGenerator,getDate,3,1,0
tika,org.apache.tika.example,TrecDocumentGenerator,setDate,3,1,1
tika,org.apache.tika.example,TrecDocument,TrecDocument,5,1,3
tika,org.apache.tika.example,TrecDocument,TrecDocument,2,1,0
tika,org.apache.tika.example,TrecDocument,getDocname,3,1,0
tika,org.apache.tika.example,TrecDocument,setDocname,3,1,1
tika,org.apache.tika.example,TrecDocument,getBody,3,1,0
tika,org.apache.tika.example,TrecDocument,setBody,3,1,1
tika,org.apache.tika.example,TrecDocument,getDate,3,1,0
tika,org.apache.tika.example,TrecDocument,setDate,3,1,1
tika,org.apache.tika.example,InterruptableParsingExample,findInFile,16,1,2
tika,org.apache.tika.example,InterruptableParsingExample,InterruptingContentHandler,3,1,1
tika,org.apache.tika.example,InterruptableParsingExample,characters,5,3,3
tika,org.apache.tika.example,InterruptingContentHandler,InterruptingContentHandler,3,1,1
tika,org.apache.tika.example,InterruptingContentHandler,characters,5,3,3
tika,org.apache.tika.example,ImportContextImpl,ImportContextImpl,18,4,6
tika,org.apache.tika.example,ImportContextImpl,getIOListener,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getImportRoot,3,1,0
tika,org.apache.tika.example,ImportContextImpl,hasStream,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getInputStream,12,2,0
tika,org.apache.tika.example,ImportContextImpl,getSystemId,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getModificationTime,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getContentLanguage,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getContentLength,13,4,0
tika,org.apache.tika.example,ImportContextImpl,getMimeType,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getEncoding,3,1,0
tika,org.apache.tika.example,ImportContextImpl,getProperty,3,1,1
tika,org.apache.tika.example,ImportContextImpl,informCompleted,7,2,1
tika,org.apache.tika.example,ImportContextImpl,isCompleted,3,1,0
tika,org.apache.tika.example,ImportContextImpl,checkCompleted,5,2,0
tika,org.apache.tika.example,PrescriptionParser,getContentHandler,6,1,3
tika,org.apache.tika.example,PrescriptionParser,getSupportedTypes,3,1,1
tika,org.apache.tika.example,SpringExample,main,5,1,1
tika,org.apache.tika.example,LuceneIndexerExtended,LuceneIndexerExtended,4,1,2
tika,org.apache.tika.example,LuceneIndexerExtended,main,9,2,1
tika,org.apache.tika.example,LuceneIndexerExtended,indexDocument,8,1,1
tika,org.apache.tika.example,PickBestTextEncodingParser,PickBestTextEncodingParser,4,1,2
tika,org.apache.tika.example,PickBestTextEncodingParser,makeParsers,7,2,1
tika,org.apache.tika.example,PickBestTextEncodingParser,parserPrepare,6,1,3
tika,org.apache.tika.example,PickBestTextEncodingParser,parserCompleted,26,7,5
tika,org.apache.tika.example,PickBestTextEncodingParser,parse,6,1,4
tika,org.apache.tika.example,PickBestTextEncodingParser,parse,3,1,4
tika,org.apache.tika.example,PickBestTextEncodingParser,getNewContentHandler,5,2,0
tika,org.apache.tika.example,PickBestTextEncodingParser,getNewContentHandler,3,1,2
tika,org.apache.tika.example,PickBestTextEncodingParser,getNewContentHandler,3,1,2
tika,org.apache.tika.example,PickBestTextEncodingParser,getNextCharset,4,1,0
tika,org.apache.tika.example,PickBestTextEncodingParser,getCurrentCharset,6,2,0
tika,org.apache.tika.example,PickBestTextEncodingParser,stillTesting,3,1,0
tika,org.apache.tika.example,PickBestTextEncodingParser,moreToTest,3,1,0
tika,org.apache.tika.example,CharsetContentHandlerFactory,getNewContentHandler,5,2,0
tika,org.apache.tika.example,CharsetContentHandlerFactory,getNewContentHandler,3,1,2
tika,org.apache.tika.example,CharsetContentHandlerFactory,getNewContentHandler,3,1,2
tika,org.apache.tika.example,CharsetTester,getNextCharset,4,1,0
tika,org.apache.tika.example,CharsetTester,getCurrentCharset,6,2,0
tika,org.apache.tika.example,CharsetTester,stillTesting,3,1,0
tika,org.apache.tika.example,CharsetTester,moreToTest,3,1,0
tika,org.apache.tika.example,DumpTikaConfigExample,main,47,9,1
tika,org.apache.tika.example,MediaTypeExample,describeMediaType,10,2,0
tika,org.apache.tika.example,MediaTypeExample,listAllTypes,7,2,0
tika,org.apache.tika.example,MediaTypeExample,main,8,2,1
tika,org.apache.tika.example,ZipListFiles,main,8,3,1
tika,org.apache.tika.example,ZipListFiles,listZipEntries,6,2,1
tika,org.apache.tika.example,DisplayMetInstance,getMet,6,1,1
tika,org.apache.tika.example,DisplayMetInstance,main,4,1,1
tika,org.apache.tika.example,SimpleTypeDetector,main,7,2,1
tika,org.apache.tika.example,DirListParser,getSupportedTypes,3,1,1
tika,org.apache.tika.example,DirListParser,parse,3,1,3
tika,org.apache.tika.example,DirListParser,parse,25,4,4
tika,org.apache.tika.example,DirListParser,main,7,1,1
tika,org.apache.tika.example,DirListParser,addMetadata,19,3,8
tika,org.apache.tika.example,RollbackSoftware,main,4,1,1
tika,org.apache.tika.example,RollbackSoftware,rollback,10,2,1
tika,org.apache.tika.example,RollbackSoftware,updateVersion,3,1,1
tika,org.apache.tika.example,RollbackSoftware,getSupportedTypes,3,1,1
tika,org.apache.tika.example,RollbackSoftware,parse,3,1,3
tika,org.apache.tika.example,RollbackSoftware,parse,17,3,4
tika,org.apache.tika.example,RollbackSoftware,accept,3,1,1
tika,org.apache.tika.example,RollbackSoftware,isSymlink,3,1,1
tika,org.apache.tika.example,DeploymentAreaParser,getSupportedTypes,3,1,1
tika,org.apache.tika.example,DeploymentAreaParser,parse,3,1,3
tika,org.apache.tika.example,DeploymentAreaParser,parse,17,3,4
tika,org.apache.tika.example,DeploymentAreaParser,accept,3,1,1
tika,org.apache.tika.example,SimpleTextExtractor,main,7,2,1
tika,org.apache.tika.example,LuceneIndexer,LuceneIndexer,4,1,2
tika,org.apache.tika.example,LuceneIndexer,indexDocument,6,1,1
tika,org.apache.tika.example,MyFirstTika,main,17,1,1
tika,org.apache.tika.example,MyFirstTika,parseUsingAutoDetect,8,1,3
tika,org.apache.tika.example,MyFirstTika,parseUsingComponents,20,1,3
tika,org.apache.tika.example,RecentFiles,generateRSS,27,3,1
tika,org.apache.tika.example,RecentFiles,getRSSItem,15,2,1
tika,org.apache.tika.example,RecentFiles,getRSSHeaders,15,1,0
tika,org.apache.tika.example,RecentFiles,getRSSFooters,3,1,0
tika,org.apache.tika.example,RecentFiles,emitTag,18,2,4
tika,org.apache.tika.example,TIAParsingExample,parseToStringExample,6,1,0
tika,org.apache.tika.example,TIAParsingExample,parseToReaderExample,11,2,0
tika,org.apache.tika.example,TIAParsingExample,parseFileInputStream,9,1,1
tika,org.apache.tika.example,TIAParsingExample,parseURLStream,9,1,1
tika,org.apache.tika.example,TIAParsingExample,parseTikaInputStream,9,1,1
tika,org.apache.tika.example,TIAParsingExample,tikaInputStreamGetFile,7,1,1
tika,org.apache.tika.example,TIAParsingExample,useHtmlParser,8,1,0
tika,org.apache.tika.example,TIAParsingExample,useCompositeParser,14,1,0
tika,org.apache.tika.example,TIAParsingExample,useAutoDetectParser,8,1,0
tika,org.apache.tika.example,TIAParsingExample,testTeeContentHandler,11,1,1
tika,org.apache.tika.example,TIAParsingExample,testLocale,9,1,0
tika,org.apache.tika.example,TIAParsingExample,testHtmlMapper,9,1,0
tika,org.apache.tika.example,TIAParsingExample,testCompositeDocument,14,1,0
tika,org.apache.tika.example,TIAParsingExample,parse,2,1,4
tika,org.apache.tika.example,LanguageDetectorExample,detectLanguage,5,1,1
tika,org.apache.tika.example,ExtractEmbeddedFiles,extract,9,1,2
tika,org.apache.tika.example,ExtractEmbeddedFiles,MyEmbeddedDocumentExtractor,4,1,2
tika,org.apache.tika.example,ExtractEmbeddedFiles,shouldParseEmbedded,3,1,1
tika,org.apache.tika.example,ExtractEmbeddedFiles,parseEmbedded,29,5,4
tika,org.apache.tika.example,MyEmbeddedDocumentExtractor,MyEmbeddedDocumentExtractor,4,1,2
tika,org.apache.tika.example,MyEmbeddedDocumentExtractor,shouldParseEmbedded,3,1,1
tika,org.apache.tika.example,MyEmbeddedDocumentExtractor,parseEmbedded,29,5,4
tika,org.apache.tika.example,CustomMimeInfo,customMimeInfo,7,1,0
tika,org.apache.tika.example,CustomMimeInfo,customCompositeDetector,7,1,0
tika,org.apache.tika.example,CustomMimeInfo,main,4,1,1
tika,org.apache.tika.example,EncryptedPrescriptionParser,parse,12,1,4
tika,org.apache.tika.example,EncryptedPrescriptionParser,getSupportedTypes,3,1,1
tika,org.apache.tika.example,ContentHandlerExample,parseToPlainText,9,1,0
tika,org.apache.tika.example,ContentHandlerExample,parseToHTML,9,1,0
tika,org.apache.tika.example,ContentHandlerExample,parseBodyToHTML,9,1,0
tika,org.apache.tika.example,ContentHandlerExample,parseOnePartToHTML,11,1,0
tika,org.apache.tika.example,ContentHandlerExample,parseToPlainTextChunks,23,2,0
tika,org.apache.tika.example,ContentHandlerExample,characters,10,2,3
tika,org.apache.tika.example,Pharmacy,getKey,3,1,0
tika,org.apache.tika.example,Pharmacy,setKey,3,1,1
tika,org.apache.tika.example,GrabPhoneNumbersExample,main,11,2,1
tika,org.apache.tika.example,GrabPhoneNumbersExample,processFolder,23,1,1
tika,org.apache.tika.example,GrabPhoneNumbersExample,visitFile,10,1,2
tika,org.apache.tika.example,GrabPhoneNumbersExample,visitFileFailed,4,1,2
tika,org.apache.tika.example,GrabPhoneNumbersExample,process,10,1,1
tika,org.apache.tika.example,MetadataAwareLuceneIndexer,MetadataAwareLuceneIndexer,4,1,2
tika,org.apache.tika.example,MetadataAwareLuceneIndexer,indexContentSpecificMet,14,3,1
tika,org.apache.tika.example,MetadataAwareLuceneIndexer,indexWithDublinCore,23,3,1
tika,org.apache.tika.example,Language,languageDetection,5,1,0
tika,org.apache.tika.example,Language,languageDetectionWithWriter,11,1,0
tika,org.apache.tika.example,Language,languageDetectionWithHandler,6,1,0
tika,org.apache.tika.example,TranslatorExample,microsoftTranslateToFrench,11,1,1
tika,org.apache.tika.example,EncryptedPrescriptionDetector,detect,16,2,2
tika,org.apache.tika.example,DescribeMetadata,main,3,1,1
tika,org.apache.tika.example,AdvancedTypeDetector,detectWithCustomConfig,5,1,1
tika,org.apache.tika.example,AdvancedTypeDetector,detectWithCustomDetector,19,2,1
tika,org.apache.tika.example,AdvancedTypeDetector,detect,9,2,2
tika,org.apache.tika.example,LanguageDetectingParser,parse,9,2,4
tika,org.apache.tika.sax,StandardsExtractionExample,main,12,2,1
tika,org.apache.tika.sax,StandardsExtractionExample,processFolder,23,1,1
tika,org.apache.tika.sax,StandardsExtractionExample,visitFile,10,1,2
tika,org.apache.tika.sax,StandardsExtractionExample,visitFileFailed,4,1,2
tika,org.apache.tika.sax,StandardsExtractionExample,process,11,1,1
tika,org.apache.tika.sax,XHTMLContentHandlerTest,setUp,4,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testExtraWhitespace,28,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testWhitespaceWithOptions,14,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testWhitespaceWithMenus,12,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testAttributesOnBody,12,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testAttributesOnHtml,12,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testInvalidControlCharacter0x7F,10,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testInvalidControlCharacter0x9F,10,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,testInvalidControlCharacter0x93,10,1,0
tika,org.apache.tika.sax,XHTMLContentHandlerTest,getRealWords,10,3,1
tika,org.apache.tika.sax,SafeContentHandlerTest,setUp,4,1,0
tika,org.apache.tika.sax,SafeContentHandlerTest,testEmptyInput,5,1,0
tika,org.apache.tika.sax,SafeContentHandlerTest,testNormalCharacters,4,1,0
tika,org.apache.tika.sax,SafeContentHandlerTest,testNormalWhitespace,4,1,0
tika,org.apache.tika.sax,SafeContentHandlerTest,testInvalidCharacters,6,1,0
tika,org.apache.tika.sax,SafeContentHandlerTest,testInvalidWhitespace,6,1,0
tika,org.apache.tika.sax,SafeContentHandlerTest,testInvalidSurrogates,4,1,0
tika,org.apache.tika.sax,OfflineContentHandlerTest,setUp,4,1,0
tika,org.apache.tika.sax,OfflineContentHandlerTest,testExternalDTD,9,1,0
tika,org.apache.tika.sax,OfflineContentHandlerTest,testExternalEntity,9,1,0
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,testIgnore,12,1,0
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,testText,36,1,0
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,testHTML,34,1,0
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,testXML,34,1,0
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,testBody,34,1,0
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,assertWriteLimitReached,13,2,2
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,assertWriteLimitReached,13,2,2
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,assertNotContains,3,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,assertNotContains,3,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,assertContains,3,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,assertContains,3,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,MockParser,3,1,1
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,getSupportedTypes,3,1,1
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,parse,19,2,4
tika,org.apache.tika.sax,MockParser,MockParser,3,1,1
tika,org.apache.tika.sax,MockParser,getSupportedTypes,3,1,1
tika,org.apache.tika.sax,MockParser,parse,19,2,4
tika,org.apache.tika.sax,RichTextContentHandlerTest,aTagTest,10,1,0
tika,org.apache.tika.sax,RichTextContentHandlerTest,imgTagTest,10,1,0
tika,org.apache.tika.sax,BodyContentHandlerTest,testOutputStream,8,1,0
tika,org.apache.tika.sax,BodyContentHandlerTest,testLimit,16,1,0
tika,org.apache.tika.sax,BodyContentHandlerTest,tryToFindIllegalStateException,8,3,1
tika,org.apache.tika.sax,LinkContentHandlerTest,testWhitespaceCollapsing,8,1,0
tika,org.apache.tika.sax,LinkContentHandlerTest,testDefaultBehavior,8,1,0
tika,org.apache.tika.sax,LinkContentHandlerTest,testLinkTag,10,1,0
tika,org.apache.tika.sax,LinkContentHandlerTest,testIframeTag,8,1,0
tika,org.apache.tika.sax,LinkContentHandlerTest,testScriptTag,8,1,0
tika,org.apache.tika.sax,LinkContentHandlerTest,testEmbeddedScriptTag,7,1,0
tika,org.apache.tika.sax,SerializerTest,testToTextContentHandler,11,1,0
tika,org.apache.tika.sax,SerializerTest,testToXMLContentHandler,12,1,0
tika,org.apache.tika.sax,SerializerTest,testToHTMLContentHandler,11,1,0
tika,org.apache.tika.sax,SerializerTest,assertStartDocument,4,1,2
tika,org.apache.tika.sax,SerializerTest,assertCharacters,4,1,2
tika,org.apache.tika.sax,SerializerTest,assertCharacterEscaping,4,1,2
tika,org.apache.tika.sax,SerializerTest,assertIgnorableWhitespace,4,1,2
tika,org.apache.tika.sax,SerializerTest,assertEmptyElement,6,1,2
tika,org.apache.tika.sax,SerializerTest,assertEmptyElementWithAttributes,8,1,2
tika,org.apache.tika.sax,SerializerTest,assertEmptyElementWithAttributeEscaping,7,1,2
tika,org.apache.tika.sax,SerializerTest,assertElement,7,1,2
tika,org.apache.tika.sax,SerializerTest,assertElementWithAttributes,8,1,2
tika,org.apache.tika.sax,SecureContentHandlerTest,setUp,4,1,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testZeroCharactersPerByte,12,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testOneCharacterPerByte,12,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testTenCharactersPerByte,12,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testManyCharactersPerByte,12,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testSomeCharactersWithoutInput,11,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testManyCharactersWithoutInput,11,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testNestedElements,17,2,0
tika,org.apache.tika.sax,SecureContentHandlerTest,testNestedEntries,19,2,0
tika,org.apache.tika.sax,WriteOutContentHandler,WriteOutContentHandler,4,1,2
tika,org.apache.tika.sax,WriteOutContentHandler,WriteOutContentHandler,3,1,2
tika,org.apache.tika.sax,WriteOutContentHandler,WriteOutContentHandler,3,1,1
tika,org.apache.tika.sax,WriteOutContentHandler,WriteOutContentHandler,3,1,1
tika,org.apache.tika.sax,WriteOutContentHandler,WriteOutContentHandler,3,1,1
tika,org.apache.tika.sax,WriteOutContentHandler,WriteOutContentHandler,3,1,0
tika,org.apache.tika.sax,WriteOutContentHandler,characters,11,2,3
tika,org.apache.tika.sax,WriteOutContentHandler,ignorableWhitespace,11,2,3
tika,org.apache.tika.sax,WriteOutContentHandler,isWriteLimitReached,8,2,1
tika,org.apache.tika.sax,WriteOutContentHandler,WriteLimitReachedException,4,1,2
tika,org.apache.tika.sax,WriteLimitReachedException,WriteLimitReachedException,4,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactory,parseHandlerType,22,8,2
tika,org.apache.tika.sax,BasicContentHandlerFactory,BasicContentHandlerFactory,4,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactory,getNewContentHandler,32,10,0
tika,org.apache.tika.sax,BasicContentHandlerFactory,getNewContentHandler,3,1,2
tika,org.apache.tika.sax,BasicContentHandlerFactory,getNewContentHandler,38,11,2
tika,org.apache.tika.sax,BasicContentHandlerFactory,getType,3,1,0
tika,org.apache.tika.sax,CleanPhoneText,extractPhoneNumbers,24,4,1
tika,org.apache.tika.sax,CleanPhoneText,clean,10,3,1
tika,org.apache.tika.sax,ToXMLContentHandler,ElementInfo,9,2,2
tika,org.apache.tika.sax,ToXMLContentHandler,getPrefix,15,4,1
tika,org.apache.tika.sax,ToXMLContentHandler,getQName,9,2,2
tika,org.apache.tika.sax,ToXMLContentHandler,ToXMLContentHandler,4,1,2
tika,org.apache.tika.sax,ToXMLContentHandler,ToXMLContentHandler,4,1,1
tika,org.apache.tika.sax,ToXMLContentHandler,ToXMLContentHandler,4,1,0
tika,org.apache.tika.sax,ToXMLContentHandler,startDocument,9,2,0
tika,org.apache.tika.sax,ToXMLContentHandler,startPrefixMapping,10,2,2
tika,org.apache.tika.sax,ToXMLContentHandler,startElement,31,4,4
tika,org.apache.tika.sax,ToXMLContentHandler,endElement,13,2,3
tika,org.apache.tika.sax,ToXMLContentHandler,characters,4,1,3
tika,org.apache.tika.sax,ToXMLContentHandler,lazyCloseStartElement,6,2,0
tika,org.apache.tika.sax,ToXMLContentHandler,write,3,1,1
tika,org.apache.tika.sax,ToXMLContentHandler,write,3,1,1
tika,org.apache.tika.sax,ToXMLContentHandler,writeCharsAndEntity,7,1,4
tika,org.apache.tika.sax,ToXMLContentHandler,writeEscaped,21,6,4
tika,org.apache.tika.sax,ElementInfo,ElementInfo,9,2,2
tika,org.apache.tika.sax,ElementInfo,getPrefix,15,4,1
tika,org.apache.tika.sax,ElementInfo,getQName,9,2,2
tika,org.apache.tika.sax,TextAndAttributeContentHandler,TextAndAttributeContentHandler,3,1,1
tika,org.apache.tika.sax,TextAndAttributeContentHandler,TextAndAttributeContentHandler,3,1,2
tika,org.apache.tika.sax,TextAndAttributeContentHandler,startElement,14,3,4
tika,org.apache.tika.sax,ContentHandlerDecorator,ContentHandlerDecorator,4,1,1
tika,org.apache.tika.sax,ContentHandlerDecorator,ContentHandlerDecorator,3,1,0
tika,org.apache.tika.sax,ContentHandlerDecorator,setContentHandler,4,1,1
tika,org.apache.tika.sax,ContentHandlerDecorator,startPrefixMapping,8,1,2
tika,org.apache.tika.sax,ContentHandlerDecorator,endPrefixMapping,8,1,1
tika,org.apache.tika.sax,ContentHandlerDecorator,processingInstruction,8,1,2
tika,org.apache.tika.sax,ContentHandlerDecorator,setDocumentLocator,3,1,1
tika,org.apache.tika.sax,ContentHandlerDecorator,startDocument,8,1,0
tika,org.apache.tika.sax,ContentHandlerDecorator,endDocument,8,1,0
tika,org.apache.tika.sax,ContentHandlerDecorator,startElement,8,1,4
tika,org.apache.tika.sax,ContentHandlerDecorator,endElement,8,1,3
tika,org.apache.tika.sax,ContentHandlerDecorator,characters,8,1,3
tika,org.apache.tika.sax,ContentHandlerDecorator,ignorableWhitespace,8,1,3
tika,org.apache.tika.sax,ContentHandlerDecorator,skippedEntity,8,1,1
tika,org.apache.tika.sax,ContentHandlerDecorator,toString,3,1,0
tika,org.apache.tika.sax,ContentHandlerDecorator,handleException,3,1,1
tika,org.apache.tika.sax,Link,Link,7,1,4
tika,org.apache.tika.sax,Link,Link,7,1,5
tika,org.apache.tika.sax,Link,isAnchor,3,1,0
tika,org.apache.tika.sax,Link,isImage,3,1,0
tika,org.apache.tika.sax,Link,isLink,3,1,0
tika,org.apache.tika.sax,Link,isIframe,3,1,0
tika,org.apache.tika.sax,Link,isScript,3,1,0
tika,org.apache.tika.sax,Link,getType,3,1,0
tika,org.apache.tika.sax,Link,getUri,3,1,0
tika,org.apache.tika.sax,Link,getTitle,3,1,0
tika,org.apache.tika.sax,Link,getText,3,1,0
tika,org.apache.tika.sax,Link,getRel,3,1,0
tika,org.apache.tika.sax,Link,toString,36,6,0
tika,org.apache.tika.sax,TextContentHandler,TextContentHandler,3,1,1
tika,org.apache.tika.sax,TextContentHandler,TextContentHandler,4,1,2
tika,org.apache.tika.sax,TextContentHandler,setDocumentLocator,3,1,1
tika,org.apache.tika.sax,TextContentHandler,characters,3,1,3
tika,org.apache.tika.sax,TextContentHandler,ignorableWhitespace,3,1,3
tika,org.apache.tika.sax,TextContentHandler,startElement,5,2,4
tika,org.apache.tika.sax,TextContentHandler,startDocument,3,1,0
tika,org.apache.tika.sax,TextContentHandler,endDocument,3,1,0
tika,org.apache.tika.sax,TextContentHandler,toString,3,1,0
tika,org.apache.tika.sax,LinkContentHandler,LinkContentHandler,3,1,0
tika,org.apache.tika.sax,LinkContentHandler,LinkContentHandler,4,1,1
tika,org.apache.tika.sax,LinkContentHandler,getLinks,3,1,0
tika,org.apache.tika.sax,LinkContentHandler,startElement,41,9,4
tika,org.apache.tika.sax,LinkContentHandler,characters,5,2,3
tika,org.apache.tika.sax,LinkContentHandler,ignorableWhitespace,3,1,3
tika,org.apache.tika.sax,LinkContentHandler,endElement,10,4,3
tika,org.apache.tika.sax,ContentHandlerFactory,getNewContentHandler,0,1,0
tika,org.apache.tika.sax,ContentHandlerFactory,getNewContentHandler,0,1,2
tika,org.apache.tika.sax,ContentHandlerFactory,getNewContentHandler,0,1,2
tika,org.apache.tika.sax,PhoneExtractingContentHandler,PhoneExtractingContentHandler,5,1,2
tika,org.apache.tika.sax,PhoneExtractingContentHandler,PhoneExtractingContentHandler,3,1,0
tika,org.apache.tika.sax,PhoneExtractingContentHandler,characters,10,1,3
tika,org.apache.tika.sax,PhoneExtractingContentHandler,endDocument,7,2,0
tika,org.apache.tika.sax,XHTMLContentHandler,unmodifiableSet,3,1,1
tika,org.apache.tika.sax,XHTMLContentHandler,XHTMLContentHandler,4,1,2
tika,org.apache.tika.sax,XHTMLContentHandler,startDocument,7,2,0
tika,org.apache.tika.sax,XHTMLContentHandler,lazyStartHead,14,3,0
tika,org.apache.tika.sax,XHTMLContentHandler,lazyEndHead,41,8,1
tika,org.apache.tika.sax,XHTMLContentHandler,endDocument,12,2,0
tika,org.apache.tika.sax,XHTMLContentHandler,startElement,17,5,4
tika,org.apache.tika.sax,XHTMLContentHandler,endElement,8,3,3
tika,org.apache.tika.sax,XHTMLContentHandler,characters,4,1,3
tika,org.apache.tika.sax,XHTMLContentHandler,startElement,3,1,1
tika,org.apache.tika.sax,XHTMLContentHandler,startElement,5,1,3
tika,org.apache.tika.sax,XHTMLContentHandler,startElement,3,1,2
tika,org.apache.tika.sax,XHTMLContentHandler,endElement,3,1,1
tika,org.apache.tika.sax,XHTMLContentHandler,characters,5,2,1
tika,org.apache.tika.sax,XHTMLContentHandler,newline,3,1,0
tika,org.apache.tika.sax,XHTMLContentHandler,element,7,2,2
