Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path
tika,org.apache.tika.example,DumpTikaConfigExampleTest,1,0,3,3,39,7,0,0,0.0,0,2,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/DumpTikaConfigExampleTest.java
tika,org.apache.tika.example,TranslatorExampleTest,1,0,2,2,12,3,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/TranslatorExampleTest.java
tika,org.apache.tika.example,LanguageDetectorExampleTest,1,0,2,2,10,2,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/LanguageDetectorExampleTest.java
tika,org.apache.tika.example,ContentHandlerExampleTest,1,0,6,6,53,7,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/ContentHandlerExampleTest.java
tika,org.apache.tika.example,TextStatsFromTikaEvalTest,0,0,1,1,7,1,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/TextStatsFromTikaEvalTest.java
tika,org.apache.tika.example,SimpleTypeDetectorTest,0,0,1,1,10,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/SimpleTypeDetectorTest.java
tika,org.apache.tika.example,AdvancedTypeDetectorTest,0,0,1,1,5,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/AdvancedTypeDetectorTest.java
tika,org.apache.tika.example,TestParsingExample,1,0,9,9,47,9,0,0,0.3333333333333333,0,1,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/TestParsingExample.java
tika,org.apache.tika.example,SimpleTextExtractorTest,0,0,1,1,14,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/SimpleTextExtractorTest.java
tika,org.apache.tika.example,ExtractEmbeddedFilesTest,2,0,3,3,20,4,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/test/java/org/apache/tika/example/ExtractEmbeddedFilesTest.java
tika,org.apache.tika.example,TextStatsFromTikaEval,0,0,1,1,19,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/TextStatsFromTikaEval.java
tika,org.apache.tika.example,ParsingExample,0,0,7,7,111,8,0,0,-1.0,1,6,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/ParsingExample.java
tika,org.apache.tika.example,TrecDocumentGenerator,3,0,9,9,59,9,0,0,0.3333333333333333,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/TrecDocumentGenerator.java
tika,org.apache.tika.example,TrecDocument,3,0,8,8,48,8,0,0,0.25,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/TrecDocumentGenerator.java
tika,org.apache.tika.example,InterruptableParsingExample,3,0,3,2,39,5,0,0,0.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java
tika,org.apache.tika.example,QueryMatchedException,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java
tika,org.apache.tika.example,InterruptingContentHandler,2,0,2,1,15,4,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java
tika,org.apache.tika.example,ImportContextImpl,8,0,15,14,155,24,0,0,0.0,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/ImportContextImpl.java
tika,org.apache.tika.example,PrescriptionParser,1,0,2,1,12,2,0,0,1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/PrescriptionParser.java
tika,org.apache.tika.example,SpringExample,0,0,1,1,7,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/SpringExample.java
tika,org.apache.tika.example,LuceneIndexerExtended,2,0,3,3,25,4,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/LuceneIndexerExtended.java
tika,org.apache.tika.example,PickBestTextEncodingParser,7,0,13,6,111,22,0,0,0.46153846153846156,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/PickBestTextEncodingParser.java
tika,org.apache.tika.example,CharsetContentHandlerFactory,2,0,3,3,15,4,0,0,1.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/PickBestTextEncodingParser.java
tika,org.apache.tika.example,CharsetTester,3,0,4,0,30,5,0,0,0.0,1,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/PickBestTextEncodingParser.java
tika,org.apache.tika.example,DumpTikaConfigExample,0,0,1,1,56,9,0,0,-1.0,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/DumpTikaConfigExample.java
tika,org.apache.tika.example,MediaTypeExample,0,0,3,3,27,6,0,0,-1.0,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/MediaTypeExample.java
tika,org.apache.tika.example,ZipListFiles,0,0,2,2,19,5,0,0,-1.0,1,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/ZipListFiles.java
tika,org.apache.tika.example,DisplayMetInstance,0,0,2,2,15,2,0,0,-1.0,1,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/DisplayMetInstance.java
tika,org.apache.tika.example,SimpleTypeDetector,0,0,1,1,9,2,0,0,-1.0,1,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/SimpleTypeDetector.java
tika,org.apache.tika.example,DirListParser,2,0,5,4,64,10,0,0,1.0,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/DirListParser.java
tika,org.apache.tika.example,RollbackSoftware,1,0,8,6,51,11,0,0,1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/RollbackSoftware.java
tika,org.apache.tika.example,DeploymentAreaParser,1,0,4,4,26,6,0,0,1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/RollbackSoftware.java
tika,org.apache.tika.example,SimpleTextExtractor,0,0,1,1,9,2,0,0,-1.0,1,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/SimpleTextExtractor.java
tika,org.apache.tika.example,LuceneIndexer,2,0,2,2,14,2,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/LuceneIndexer.java
tika,org.apache.tika.example,MyFirstTika,0,0,3,3,50,3,0,0,-1.0,0,4,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/MyFirstTika.java
tika,org.apache.tika.example,RecentFiles,2,0,5,4,85,9,0,0,0.8,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/RecentFiles.java
tika,org.apache.tika.example,TIAParsingExample,1,0,14,14,126,15,0,0,1.0,0,5,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/TIAParsingExample.java
tika,org.apache.tika.example,LanguageDetectorExample,0,0,1,1,7,1,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/LanguageDetectorExample.java
tika,org.apache.tika.example,ExtractEmbeddedFiles,5,0,4,3,54,8,0,0,0.5,0,3,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/ExtractEmbeddedFiles.java
tika,org.apache.tika.example,MyEmbeddedDocumentExtractor,2,0,3,2,40,7,0,0,0.6666666666666666,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/ExtractEmbeddedFiles.java
tika,org.apache.tika.example,CustomMimeInfo,0,0,3,3,20,3,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/CustomMimeInfo.java
tika,org.apache.tika.example,EncryptedPrescriptionParser,1,0,2,2,18,2,0,0,1.0,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/EncryptedPrescriptionParser.java
tika,org.apache.tika.example,ContentHandlerExample,1,0,6,6,82,8,0,0,0.8333333333333334,1,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/ContentHandlerExample.java
tika,org.apache.tika.example,Pharmacy,1,0,2,2,9,2,0,0,0.0,3,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/Pharmacy.java
tika,org.apache.tika.example,GrabPhoneNumbersExample,3,0,5,5,51,6,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/GrabPhoneNumbersExample.java
tika,org.apache.tika.example,MetadataAwareLuceneIndexer,2,0,3,3,48,7,0,0,0.0,0,3,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/MetadataAwareLuceneIndexer.java
tika,org.apache.tika.example,Language,0,0,3,3,24,3,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/Language.java
tika,org.apache.tika.example,TranslatorExample,0,0,1,1,13,1,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/TranslatorExample.java
tika,org.apache.tika.example,EncryptedPrescriptionDetector,1,0,1,1,19,2,0,0,0.0,0,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/EncryptedPrescriptionDetector.java
tika,org.apache.tika.example,DescribeMetadata,0,0,1,1,8,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/DescribeMetadata.java
tika,org.apache.tika.example,AdvancedTypeDetector,1,0,3,3,26,5,0,0,1.0,1,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/AdvancedTypeDetector.java
tika,org.apache.tika.example,LanguageDetectingParser,1,0,1,1,12,2,0,0,0.0,0,1,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/LanguageDetectingParser.java
tika,org.apache.tika.sax,StandardsExtractionExample,3,0,5,5,54,6,0,0,0.0,1,2,/Users/dunnkers/git/tika/tika-example/src/main/java/org/apache/tika/example/StandardsExtractionExample.java
tika,org.apache.tika.sax,XHTMLContentHandlerTest,2,0,10,9,142,12,0,0,0.4,0,1,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/XHTMLContentHandlerTest.java
tika,org.apache.tika.sax,SafeContentHandlerTest,2,0,7,7,40,7,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/SafeContentHandlerTest.java
tika,org.apache.tika.sax,OfflineContentHandlerTest,2,0,3,3,29,3,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/OfflineContentHandlerTest.java
tika,org.apache.tika.sax,BasicContentHandlerFactoryTest,6,0,14,12,226,17,0,0,0.5,0,1,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/BasicContentHandlerFactoryTest.java
tika,org.apache.tika.sax,MockParser,4,0,3,3,31,4,0,0,0.6666666666666666,0,0,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/BasicContentHandlerFactoryTest.java
tika,org.apache.tika.sax,RichTextContentHandlerTest,0,0,2,2,31,2,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/RichTextContentHandlerTest.java
tika,org.apache.tika.sax,BodyContentHandlerTest,0,0,3,2,41,5,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/BodyContentHandlerTest.java
tika,org.apache.tika.sax,LinkContentHandlerTest,0,0,6,6,72,6,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/LinkContentHandlerTest.java
tika,org.apache.tika.sax,SerializerTest,0,0,12,3,88,12,0,0,-1.0,0,3,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/SerializerTest.java
tika,org.apache.tika.sax,SecureContentHandlerTest,3,0,9,9,118,17,0,0,0.0,0,1,/Users/dunnkers/git/tika/tika-core/src/test/java/org/apache/tika/sax/SecureContentHandlerTest.java
tika,org.apache.tika.sax,WriteOutContentHandler,5,0,10,10,120,13,0,0,0.4,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java
tika,org.apache.tika.sax,WriteLimitReachedException,2,0,1,1,17,1,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java
tika,org.apache.tika.sax,BasicContentHandlerFactory,2,0,6,6,126,32,0,0,0.5,19,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/BasicContentHandlerFactory.java
tika,org.apache.tika.sax,CleanPhoneText,3,1,2,2,42,7,0,0,0.0,2,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/CleanPhoneText.java
tika,org.apache.tika.sax,ToXMLContentHandler,6,0,16,11,202,33,0,0,0.4375,3,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java
tika,org.apache.tika.sax,ElementInfo,2,0,3,3,37,8,0,0,0.6666666666666666,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ToXMLContentHandler.java
tika,org.apache.tika.sax,TextAndAttributeContentHandler,0,0,3,3,22,5,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/TextAndAttributeContentHandler.java
tika,org.apache.tika.sax,ContentHandlerDecorator,1,0,16,13,125,16,0,0,0.125,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ContentHandlerDecorator.java
tika,org.apache.tika.sax,Link,5,0,13,13,87,18,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/Link.java
tika,org.apache.tika.sax,TextContentHandler,3,0,9,9,38,10,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/TextContentHandler.java
tika,org.apache.tika.sax,LinkContentHandler,3,0,7,7,97,19,0,0,0.42857142857142855,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/LinkContentHandler.java
tika,org.apache.tika.sax,StoppingEarlyException,1,1,0,0,6,0,0,0,-1.0,3,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/StoppingEarlyException.java
tika,org.apache.tika.sax,ContentHandlerFactory,0,0,3,3,11,3,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ContentHandlerFactory.java
tika,org.apache.tika.sax,PhoneExtractingContentHandler,3,0,4,3,46,5,0,0,0.5,0,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/PhoneExtractingContentHandler.java
tika,org.apache.tika.sax,XHTMLContentHandler,13,2,17,13,221,38,0,0,0.35294117647058826,18,2,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/XHTMLContentHandler.java
tika,org.apache.tika.sax,StandardsText,7,0,3,1,80,11,0,0,1.0,1,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/StandardsText.java
tika,org.apache.tika.sax,SafeContentHandler,4,0,15,10,145,27,0,0,0.9333333333333333,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/SafeContentHandler.java
tika,org.apache.tika.sax,Output,0,0,1,0,6,1,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/SafeContentHandler.java
tika,org.apache.tika.sax,StringOutput,1,0,2,2,9,2,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/SafeContentHandler.java
tika,org.apache.tika.sax,StandardOrganizations,1,0,2,2,125,2,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/StandardOrganizations.java
tika,org.apache.tika.sax,TeeContentHandler,1,0,12,12,64,23,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/TeeContentHandler.java
tika,org.apache.tika.sax,StandardReference,10,0,16,15,82,17,0,0,0.0,3,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/StandardReference.java
tika,org.apache.tika.sax,StandardReferenceBuilder,5,0,4,4,26,4,0,0,0.0,0,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/StandardReference.java
tika,org.apache.tika.sax,StandardsExtractingContentHandler,4,1,6,5,62,7,0,0,0.3333333333333333,2,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/StandardsExtractingContentHandler.java
tika,org.apache.tika.sax,RecursiveParserWrapperHandler,2,0,8,7,87,12,0,0,0.625,19,2,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/RecursiveParserWrapperHandler.java
tika,org.apache.tika.sax,OfflineContentHandler,0,0,2,2,15,2,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/OfflineContentHandler.java
tika,org.apache.tika.sax,DIFContentHandler,8,0,9,9,98,16,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/DIFContentHandler.java
tika,org.apache.tika.sax,BodyContentHandler,2,0,5,5,48,5,0,0,1.0,0,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/BodyContentHandler.java
tika,org.apache.tika.sax,ToHTMLContentHandler,1,0,4,4,26,6,0,0,1.0,1,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ToHTMLContentHandler.java
tika,org.apache.tika.sax,LinkBuilder,5,0,8,8,50,12,0,0,0.25,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/LinkBuilder.java
tika,org.apache.tika.sax,ToTextContentHandler,5,0,10,10,100,15,0,0,0.4,2,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ToTextContentHandler.java
tika,org.apache.tika.sax,TaggedSAXException,1,0,3,3,32,3,0,0,0.6666666666666666,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/TaggedSAXException.java
tika,org.apache.tika.sax,SecureContentHandler,9,0,18,16,183,25,0,0,0.4444444444444444,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java
tika,org.apache.tika.sax,SecureSAXException,1,0,2,2,16,2,0,0,1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java
tika,org.apache.tika.sax,EmbeddedContentHandler,0,0,3,3,22,3,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/EmbeddedContentHandler.java
tika,org.apache.tika.sax,TaggedContentHandler,0,0,4,3,48,7,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/TaggedContentHandler.java
tika,org.apache.tika.sax,RichTextContentHandler,0,0,2,2,23,4,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/RichTextContentHandler.java
tika,org.apache.tika.sax,ExpandedTitleContentHandler,2,0,6,6,42,9,0,0,0.5,0,1,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ExpandedTitleContentHandler.java
tika,org.apache.tika.sax,ElementMappingContentHandler,3,0,11,10,78,16,0,0,0.36363636363636365,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ElementMappingContentHandler.java
tika,org.apache.tika.sax,TargetElement,2,0,7,7,45,9,0,0,0.2857142857142857,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/ElementMappingContentHandler.java
tika,org.apache.tika.sax,AbstractRecursiveParserWrapperHandler,14,9,9,9,81,12,0,0,0.0,30,2,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/AbstractRecursiveParserWrapperHandler.java
tika,org.apache.tika.sax,EndDocumentShieldingContentHandler,1,0,4,4,23,4,0,0,0.5,0,0,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/EndDocumentShieldingContentHandler.java
tika,org.apache.tika.sax,XMPContentHandler,5,2,8,7,89,12,0,0,0.25,0,2,/Users/dunnkers/git/tika/tika-core/src/main/java/org/apache/tika/sax/XMPContentHandler.java
tika,org.apache.tika.sax,StandardsExtractingContentHandlerTest,0,0,1,1,17,1,0,0,-1.0,0,1,/Users/dunnkers/git/tika/tika-parser-modules/tika-parser-integration-tests/src/test/java/org/apache/tika/sax/StandardsExtractingContentHandlerTest.java
tika,org.apache.tika.sax,PhoneExtractingContentHandlerTest,0,0,1,1,20,1,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-parser-modules/tika-parser-integration-tests/src/test/java/org/apache/tika/sax/PhoneExtractingContentHandlerTest.java
tika,org.apache.tika.parser.journal,JournalParserTest,0,0,1,1,18,1,0,0,-1.0,1,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/journal/JournalParserTest.java
tika,org.apache.tika.parser.journal,TEITest,0,0,1,1,18,1,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/journal/TEITest.java
tika,org.apache.tika.parser.journal,JournalParser,3,0,2,2,19,2,0,0,1.0,0,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/JournalParser.java
tika,org.apache.tika.parser.journal,TEIDOMParser,15,0,68,47,652,146,0,0,0.39705882352941174,0,2,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,Author,4,0,10,10,63,10,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,Affiliation,2,0,7,7,39,7,0,0,0.2857142857142857,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,OrgName,1,0,5,5,43,9,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,OrgTypeName,2,0,6,6,36,6,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,Address,4,0,11,11,87,15,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,Country,2,0,6,6,66,12,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/TEIDOMParser.java
tika,org.apache.tika.parser.journal,GrobidRESTParser,8,0,5,2,75,10,0,0,0.4,1,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/journal/GrobidRESTParser.java
tika,org.apache.tika.parser.ner.nltk,NLTKNERecogniserTest,0,0,1,1,14,2,0,0,-1.0,0,2,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/ner/nltk/NLTKNERecogniserTest.java
tika,org.apache.tika.parser.ner.nltk,NLTKNERecogniser,5,1,5,4,93,10,0,0,0.4,2,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/ner/nltk/NLTKNERecogniser.java
tika,org.apache.tika.parser.ner.regex,RegexNERecogniserTest,0,0,1,1,14,1,0,0,-1.0,0,2,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/ner/regex/RegexNERecogniserTest.java
tika,org.apache.tika.parser.ner.regex,RegexNERecogniser,6,3,7,7,81,15,0,0,0.5714285714285714,3,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/ner/regex/RegexNERecogniser.java
tika,org.apache.tika.parser.ner,NamedEntityParserTest,1,1,2,2,44,2,0,0,0.0,0,3,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/ner/NamedEntityParserTest.java
tika,org.apache.tika.parser.ner,NamedEntityParser,9,6,4,2,94,14,0,0,0.75,3,2,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/ner/NamedEntityParser.java
tika,org.apache.tika.parser.ner,NERecogniser,8,0,3,0,29,3,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/ner/NERecogniser.java
tika,org.apache.tika.parser.geo,GeoParserTest,1,0,3,3,41,4,0,0,0.6666666666666666,0,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/geo/GeoParserTest.java
tika,org.apache.tika.parser.geo,NameEntityExtractor,4,0,3,3,50,9,0,0,0.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/geo/NameEntityExtractor.java
tika,org.apache.tika.parser.geo,GeoTag,2,0,3,3,25,5,0,0,0.6666666666666666,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/geo/GeoTag.java
tika,org.apache.tika.parser.geo,GeoParser,10,0,9,9,104,14,0,0,0.2222222222222222,0,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/geo/GeoParser.java
tika,org.apache.tika.parser.geo,GeoParserConfig,4,0,7,6,69,11,0,0,0.0,3,1,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/geo/GeoParserConfig.java
tika,org.apache.tika.parser.sentiment,SentimentAnalysisParserTest,0,0,3,2,44,6,0,0,-1.0,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/test/java/org/apache/tika/parser/sentiment/SentimentAnalysisParserTest.java
tika,org.apache.tika.parser.sentiment,SentimentAnalysisParser,5,1,4,4,71,9,0,0,0.75,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/sentiment/SentimentAnalysisParser.java
tika,org.apache.tika.parser.ner.mitie,MITIENERecogniser,6,2,5,5,112,11,0,0,0.6,0,0,/Users/dunnkers/git/tika/tika-parsers-advanced/tika-parser-nlp-module/src/main/java/org/apache/tika/parser/ner/mitie/MITIENERecogniser.java
